Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
83,JAINAM CITY,Jainam Procon Pvt. Ltd,"207, 2ND FLOOR, SARDAR PATEL DIAMOND MARKET,BAPUNAGAR Ahmedabad 380024",Mixed Development,jainamprocon@gmail.com,9227946999,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01089/A1M/281220,Ahmedabad,22-12-2017
84,SWAMINARAYAN PARK 4,DHARMADEV INFRASTRUCTURE LIMITED,"DHARMADEV HOUSE SHYAMAL CROSS ROAD, SATELLITE Ahmedabad 380015",Mixed Development,sp2narolrera@gmail.com,9099907478,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02132/220318,Ahmedabad,22-03-2018
85,KAHAN,SHIVALIK DEVELOPERS,KAHAN OPP SAFARI HOTEL NR GIRIVAR PRIDE ODHAV AHMEDABAD Ahmedabad 382415,Mixed Development,developersjp@gmail.com,9601430143,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00612/071117,Ahmedabad,07-11-2017
86,SHYAM KUTIR-2,SHYAM ENTERPRISE,"508, Abhijeet, Mithakhali Six Road Ellisbridge Ahmedabad 380006",Mixed Development,shyamkutir2nicolse@gmail.com,9825319613,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01565/070218,Ahmedabad,07-02-2018
87,SAI GOLD,SAI DEVELOPERS,"3 SAI GOLD, B/H ABHILASHA SOCIETY, NR.PARTH VILA, VIP SCHOOL ROAD,NIKOL,AHMEDABAD Ahmedabad 382350",Mixed Development,jayantipatel1656@gmail.com,9825273212,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02580/070518,Ahmedabad,07-05-2018
88,"42 SHOPS + 548 MIG-1 AT PLOT B, GOTA",GUJARAT HOUSING BOARD,NARANPURA AHMEDABAD Ahmedabad 380013,Mixed Development,ghb.phase6@gmail.com,9099996558,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03191/200718,Ahmedabad,20-07-2018
89,PRATHNA ELEGANCE,PRATHNA BUILDCON PRIVATE LIMITED,"37 DEVPRIYA BUNGALOWS VIBHAG - 2 ANANDNAGAR CROSS ROAD, SATELLITE, AHMEDABAD Ahmedabad 380015",Mixed Development,prathnabuildcon@gmail.com,9712975151,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01446/300118,Ahmedabad,30-01-2018
90,UPVAN,SAMBHAVNATH DEVELOPERS,FINAL PLOT NO 83 T P NO 69 KHATA NO 628 SURVEY NO 332 MOUJE CHANDKHEDA DISTRICT AND SUBDISTRICT AHMEDABAD 2 WADAJ Ahmedabad 382424,Mixed Development,parthdesai9930@gmail.com,9898400444,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00995/121217,Ahmedabad,12-12-2017
91,AARYAN GLORIA,AARYAN INFRA-BUILD PRIVATE LIMITED,"G-1, Ground Floor, Ambica House, Opp Patel Avenue S G Road Ahmedabad 380054",Mixed Development,aryangroupacc@gmail.com,9879060461,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00218/210917,Ahmedabad,21-09-2017
92,ABHILASHA HEIGHT,SHREE SIDDHI DEVELOPER,NR GOPAL CHOWK NEW NARODA Ahmedabad 382350,Mixed Development,abhilasha.height@gmail.com,9924967099,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01783/270218,Ahmedabad,27-02-2018
93,MARUTINADAN,OM DEVELOPERS,"MARUTINANDAN, NR. UNION BANK NARODA, AHMEABAD Ahmedabad 382330",Mixed Development,omdevelopers10@gmail.com,9925147351,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02138/220318,Ahmedabad,22-03-2018
94,KAVERI SANGAM,A SHRIDHAR INFRACON LLP,"A. Shridhar Corporate House, Shilaj Circle, Nr. Kaveri Sangam, S.P. Ring Road, Shilaj Ahmedabad 380058",Mixed Development,rera.anantaraabode@gmail.com,9825125156,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00044/010917,Ahmedabad,01-09-2017
95,ZAINAB AVENUE,MEGHREJI BUILDCON PRIVATE LIMITED,2-3 CHINAR PARK SARKHEJ ROAD Ahmedabad 380055,Mixed Development,meghrejibuild1@gmail.com,9898577780,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00048/010917,Ahmedabad,01-09-2017
96,DEV ATELIER,RELIC PROPERTY DEVELOPMENT PRIVATE LIMITED,"DEV HOUSE , NR RAJP[ATH CLUB, SG HIGHWAY , AHMEDABAD Ahmedabad 380059",Mixed Development,savjidesai99@gmail.com,9879258728,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00573/EX1/200120,Ahmedabad,02-11-2017
97,BHAGWAT ELEGANCE,PUSHTI INFRACONE,"8, BHAGWAT BUNGLOWS NR. SILVER SQUARE COMPLEX, THALTEJ. Ahmedabad 380059",Mixed Development,bhagwat.elegance@gmail.com,9825260789,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01018/EX1/071218,Ahmedabad,15-12-2017
98,SHOHAM SANIDHYA,Soham Buildcon,"SHOHAM SANIDHYA,NR.ADANI CIRCLE OPP.SHREE HARIVILLAS BUNGLOWS,S.P.RING ROAD RAMOL Ahmedabad 382449",Mixed Development,sohamsanidhyanewmaninagar@gmail.com,9428362665,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00732/161117,Ahmedabad,16-11-2017
99,SATVA SHREEJI,SATVA GALAXY ENTERPRISE,"C-18/2, PANCHTIRTH SOCIETY,B/H-VASANTVIHAR SOCIETY NAVA NARODA, Ahmedabad 382330",Mixed Development,satvagalaxysge@gmail.com,9979889881,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00750/171117,Ahmedabad,17-11-2017
100,Sahajanand Avenue,Shahi Silaj Developers,"Surface Paradise, Takshashila School to Panjarapole Road, Opp. Bhathiji Mandir, B/h. Govardhan Park, Odhav, Ahmedabad Ahmedabad 382415",Mixed Development,shahisilaj@gmail.com,9429910749,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00489/171017,Ahmedabad,17-10-2017
101,SERENE,SIGMA GOLDEN INFRA,"14 SUPER ESTATE, B/H RELIEF HOTEL SARKHEJ Ahmedabad 382210",Mixed Development,admin@sigmarealties.com,9825020406,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00816/241117,Ahmedabad,24-11-2017
102,Sharnam Paradise,SHLOK INFRASTRUCTURE,"Survey no 1171 Sharnam paradise, 80 ft SP Ring Road Ahmedabad 388221",Mixed Development,shlokinfra2017@gmail.com,9824112168,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01619/EX1/190119,Ahmedabad,15-02-2018
103,SPECTRUM,SIGMA GOLDEN INFRA,"14 SUPER ESTATE , B/H RELIEF HOTEL SARKHEJ Ahmedabad 382210",Mixed Development,admin@sigmarealties.com,9825020406,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00818/241117,Ahmedabad,24-11-2017
104,SIDDHARTH ICON,SNKJ INFRAPROJECTS PVT. LTD.,"C/703A, GANESH MEREDIAN, OPP. KARGIL PETROL PUMP S G HIGHWAY, AHMEDABAD Ahmedabad 380063",Mixed Development,snkjinfra179@gmail.com,9375555622,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01615/150218,Ahmedabad,15-02-2018
105,Mangalya Sapphire,Raghav Buildcone,"RAGHAV BUILDCON, NR. ABAJ PARADISE, VASTRAL Ahmedabad 382418",Mixed Development,raghavbuildcon2017@gmail.com,9687611875,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04290/071218,Ahmedabad,07-12-2018
106,SHARAN CIRCLE HOMES,RUSHABHDEV INFRAPROJECTS PRIVATE LIMITED,"509, 5th Floor, Iscon Elegance, S.G. Highway, Ahmedabad 380054",Mixed Development,bhumitshah08@gmail.com,9825026765,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00412/A1M/150620,Ahmedabad,11-10-2017
107,YASH ARIAN,YASH ARIAN INFRA LLP,"A-5, JAYMANGAL HOUSE, OPP SAKAR 1 ASHRAM ROAD Ahmedabad 380009",Mixed Development,finance@yashglobal.co.in,9099908201,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00099/EX1/020119,Ahmedabad,07-09-2017
108,RADHE HEIGHTS,SUN BUILDCON,"SURVEY NO. 9/13, PLOT NO. 23, SHAYAMAL 36, B/H. RELIANCE PETROL PUMP, VASTRAL, Ahmedabad 382418",Mixed Development,radheheights1@gmail.com,9998376651,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01021/151217,Ahmedabad,15-12-2017
109,MAPLE TREE,Essem Infra Private Limited,"Ganesh Corporate House 100 Ft Hebatpura - Thaltej Road, Nr. Sola Bridge, Off S.G Highway, Thaltej, Ahmedabad Ahmedabad 380054",Mixed Development,rera@ganeshhousing.net,9601959149,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00012/240817,Ahmedabad,24-08-2017
110,Venus Parkheights,Venus Infrastructure & Developers Pvt Ltd,"1101, Venus Amadeus Jodhpur Cross Roads Ahmedabad 380015",Mixed Development,nimesh.shah@venusinfrastructure.com,9825033301,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00304/290917,Ahmedabad,29-09-2017
111,RADHE SKYLINE,SAGAR DEVELOPERS,D-005 ELANZA CREST NR SIGMA HOUSE BODAKDEV AHMEDABAD Ahmedabad 380058,Mixed Development,radheskyline@gmail.com,9879531575,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA01436/A1M/160319,Ahmedabad,29-01-2018
112,Aditi Elite,Shree Ganesh Buildcon,"115, Hanuman Vaas, Motera Gam, Sabarmati, Ahmedabad Aditi Elite, Opposite Manilal Party Plot, Shrusti Arcade Cross Road, Motera Ahmedabad Ahmedabad 380005",Mixed Development,ganeshbuildcon27@yahoo.in,9925923057,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00550/271017,Ahmedabad,27-10-2017
113,DEEP BUNGLOWS,GAJANAN DEVELOPERS,"A-4, RADHIKA BUNGLOWS NIKOL Ahmedabad 382350",Mixed Development,kishors1968@gmail.com,9825720854,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03158/EX1/190119,Ahmedabad,13-07-2018
114,ROOP VATIKA,SHREE RAM DEVELOPERS,49 VISHAL PARK NR. HARIOM NAGAR Ahmedabad 380050,Mixed Development,roopvatika250@gmail.com,9227255583,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00802/EX1/090522,Ahmedabad,22-11-2017
115,Saral Parivesh,KHUSHI INFRASTRUCTURE,"MATRUCHHAYA NIWAS, JAIN NAGAR JAIN NAGAR SABARMATI Ahmedabad 380005",Mixed Development,knjethwani@gmail.com,9824382211,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01973/120318,Ahmedabad,12-03-2018
116,SATVA GOKUL -1,SATVA GALAXY CORPORATION,"SATVA GOKUL -1 , OPP KATHWADA LAKE NEAR GOKUL GALAXY, KATHWADA GAM Ahmedabad 382430",Mixed Development,satvagalaxysgc@gmail.com,9925017573,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00613/EX1/A1M/070920,Ahmedabad,07-11-2017
117,Shree Nand City - 9,Shree Developers,"Shree Nand city -9, Nr Doon school, New Maninagar,Ramol Ahmedabad 382449",Mixed Development,shrinandcity@gmail.com,9909982822,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01178/020118,Ahmedabad,02-01-2018
118,SATVIK HILL,SHIV SHAKTI CREATION,"SATVIK HILL BHADAJ-RANCHHODPURA ROAD,BHADAJ Ahmedabad 380060",Mixed Development,shivshakticreation911@gmail.com,9825774554,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01806/010318,Ahmedabad,01-03-2018
119,Nandanvan Heights,Sunit S. Choksi (Prop. of Armaan Developers),"B-404 Commerce House 5, Corporate Road Prahladnagar Ahmedabad 380051",Mixed Development,rinasunit@yahoo.co.in,9879123232,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01871/EX1/011021,Ahmedabad,05-03-2018
120,ROYAL LAKE VIEW,SHILP DEVELOPERS,"45, Sarthi Bunglows, Vibhag-III Surdhara Circle, Thaltej, Ahmedabad Ahmedabad 380059",Mixed Development,royalheightsgota@gmail.com,9898093920,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00716/151117,Ahmedabad,15-11-2017
121,TAKSHASHILA RESICOM,TAKSHASHILA REALTIES PVT LIMITED,"GROUND FLOOR, BLOCK-Ä MANAV MANDIR FLAT, MANINAGAR,AHMEDABAD-380008 Ahmedabad 380008",Mixed Development,info@takshashilarealties.com,9925027559,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04095/221118,Ahmedabad,22-11-2018
122,GARDEN RESIDENCY II,SHALIGRAM CORPORATION,SHALIGRAM HOUSE B/H RAJPATH CLUB OFF S G HIGHWAY BODAKDEV Ahmedabad 380059,Mixed Development,sales@shaligrambuildcon.com,9879111024,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00672/EX1/171018,Ahmedabad,10-11-2017
123,Kansas County,Kansas Corporation,"Second Floor, D. Kanani House, Beside Ghadiyali Complex, Jawahar Chock, Maninagar, Ahmedabad -380008 Ahmedabad 380008",Mixed Development,dkananieng@yahoo.in,9825003951,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01345/190118,Ahmedabad,19-01-2018
124,ASHRAYA - 9,KEVAL VISION CORPORATION,"ASHRAYA OFFICE, GST COMPOUND NEAR KHODIYAR TEMPLE, NEW RANIP Ahmedabad 382480",Mixed Development,ashraya09-1@ashrayahomes.com,9737040766,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA01194/EX1/290720,Ahmedabad,03-01-2018
125,SANIDHYA ARCADE & BUNGLOWS,SIDDHI DEVELOPERS,"Survey No. 1139 /24,1139/30,1139/32 &1175, Nr Realiance Petrol Pump B/h. Vastral Ring Road, Vastral , Ahmedabad Ahmedabad 382418",Mixed Development,siddhibuilders@yahoo.com,9825008166,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00700/141117,Ahmedabad,14-11-2017
126,PEARL VILLA AND PLAZA,KUDRAT ENTERPRISE,"SURVEY NO. 643, TP No. 12, F. PLOT No. 53 PEARL VILLA & PLAZA Nr. SANDIPANI SCHOOL 125 Feet G.E.B. ROAD, HARIDARSHAN CROSS ROAD, NARODA Ahmedabad 382345",Mixed Development,pearl-plaza@hotmail.com,9978957472,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01138/EX1/120619,Ahmedabad,29-12-2017
127,Yash Flora,Uma Buildcon,"A/802, Gala Imperia OPP: Drive In Road , Nr. TV Tower , Thaltej Ahmedabad 380054",Mixed Development,dineshrpatel11@gmail.com,9724319481,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00538/EX2/100419,Ahmedabad,26-10-2017
128,GANESH PARISAR,SIDDHI INFRASTRUCTURE,"E-101, GANESH GOLD, GODREJ GARDEN CITY,CHNEPUR ROAD, Ahmedabad 382481",Mixed Development,bipine101@gmail.com,9825083323,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00134/120917,Ahmedabad,12-09-2017
129,PRATHNA PEARL,PRATHNA INFRASTRUCTURE,"37, DEVPRIYA BUNGALOWS VIBHAG 2, ANANDNAGAR CROSS ROAD, SATELLITE Ahmedabad 380015",Mixed Development,prathnabuildcon@gmail.com,9712975151,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01674/170218,Ahmedabad,17-02-2018
130,LA GRACIA,LA GRACIA DEVELOPER,"LA GRACIA, NR. YASH ARIAN, SWAMI VIVEKANAND CHOWK MEMNAGAR, AHMEDABAD Ahmedabad 380052",Mixed Development,lagracia2015@gmail.com,9825317205,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02542/040518,Ahmedabad,04-05-2018
131,SatvaGokul-2,Satva Gokul Corporation,"SURVEY NO. 786 /A Satva Gokul-2 Opp, Kathvada Lake near Gokul Galax Kathvada Gam, Ahemedabad Ahmedabad 382430",Mixed Development,satvagalaxysgc2@gmail.com,9825012815,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00888/A1M/EX1/020921,Ahmedabad,04-12-2017
132,VISHESH RESIDENCY,VIGHNAHARTA DEVELOPERS,"12/A/2 KARUNA NAGAR SOC, B/H BHAVSAR HOSTEL Ahmedabad 380013",Mixed Development,patelshani376@gmail.com,7600064084,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01462/310118,Ahmedabad,31-01-2018
133,Avaneesh Heights,Avaneesh Infrastructure,"403, Abhijeet I, Nr. Mithakhali Circle, Ahmedabad Ahmedabad 380006",Mixed Development,info@alphamegacon.com,9825030323,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00829/EX1/261218,Ahmedabad,27-11-2017
134,Sahaj Greens,KESHAVPRIYA CORP PRIVATE LIMITED,"A-1/401, FENIL AVENUE, RASPAN PARTY PLOT TO HARI DARSHAN CHAR RASTA ROAD, NAVA NIKOL Ahmedabad 382350",Mixed Development,gst@pmpatel.com,9825012476,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02104/210318,Ahmedabad,21-03-2018
135,SUN SIMPOLO,REAL HOME INFRASTRUCTURE COMPANY,"SUNBUILDERS TRANSITION SPACE, OPP. SATYAM CORPORATE SQUARE, SINDHUBHAVAN ROAD BODAKDEV Ahmedabad 380059",Mixed Development,sunsimpolo2017@gmail.com,9227219595,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00105/080917,Ahmedabad,08-09-2017
136,Dwarkesh Elegance,Devendra Naranbhai Patel proprietor of Dev Smruti developers,"17-B, Keshavbaug, Ramnagar Sabarmati-380005 Ahmedabad 380005",Mixed Development,devendrapatel1972@gmail.com,9879407666,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01236/EX1/191018,Ahmedabad,06-01-2018
137,SANGANI UPVAN,AMAN CORPORATION,"215, SIGNATURE COMPLEX, 100 FT HEBATPUR ROAD, THALTEJ, Ahmedabad 380059",Mixed Development,sanganiupvan@gmail.com,9979862812,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00758/A1M/301219,Ahmedabad,18-11-2017
138,ADITYA ICON,ADITYA CORPORATION,"E.L.10, GOKUL COMPLEX NR. AVON SCHOOL, MEMNAGAR Ahmedabad 380052",Mixed Development,adityacorporation18@gmail.com,9825385236,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02076/190318,Ahmedabad,19-03-2018
139,BINORI MABLE,BINORI REALTY,"BINORI MABLE, CORPORATE ROAD SATELLITE Ahmedabad 380015",Mixed Development,binori.mable@gmail.com,9426300551,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01211/040118,Ahmedabad,04-01-2018
140,Signature Pride,Shahi Silaj Developers,"Surface Paradise, Takshashila School to Panjarapole Road, Opp. Bhathiji Mandir, B/h. Govardhan Park, Odhav, Ahmedabad 382415",Mixed Development,jayantibhai3151@gmail.com,9429910749,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00500/181017,Ahmedabad,18-10-2017
141,V N GREENS,UNITED DEVELOPERS,"596, MOTOVAS, NAVA WADAJ GAM NAVA WADAJ Ahmedabad 380013",Mixed Development,akash09.ap@gmail.com,9825430849,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02995/250618,Ahmedabad,25-06-2018
142,JAY RESIDENCY,JAY BUILDCON,"JAY RESIDENCY, NR UNITED SCHOOL OPP AKSHARDHAM FLAT, RING ROAD, VASTRAL Ahmedabad 382418",Mixed Development,jaybuildcon10@yahoo.com,9825096942,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00686/131117,Ahmedabad,13-11-2017
143,UTSAV ELEGANCE,UTSAV BUILDERS,"216/3/1 Bhuyangdev Cross Roads, Sola Road Ahmedabad 380061",Mixed Development,rishabh.patelaarsh@gmail.com,9925357997,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01368/EX1/140219,Ahmedabad,20-01-2018
144,AKSHAR PRATHAM,Akshar Infrabuild,"Near Silver star complex, Chandlodiya ,Ahmedabad- 382481 Near Silver star complex, Chandlodiya ,Ahmedabad- 382481 Ahmedabad 380014",Mixed Development,aksharpratham@gmail.com,9825026269,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02707/190518,Ahmedabad,19-05-2018
145,SHREE SAHJANAND RESIDENCY,SHREEJI DEVELOPERS,34 SAHJANAND PARK B/H S T BUS STAND BAREJA Ahmedabad 382425,Mixed Development,shreejibareja@gmail.com,9327106606,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05280/EX1/A1M/280921,Ahmedabad,15-04-2019
146,GAJANAN 189,SHREE RAM DEVELOPERS,"GAJANAN 189, NR. RELIANCE PETROL PUMP S.P. RING ROAD, VASTRAL Ahmedabad 382418",Mixed Development,gajananconstruction99@gmail.com,9909430807,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01449/300118,Ahmedabad,30-01-2018
147,DEV AURAM,DEV AURAM CORPORATION,22-VIKRAM PLAZA CHANDLODIA-GOTA BRIDGE Ahmedabad 382481,Mixed Development,devauram@gmail.com,9925222855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00924/EX1/190119,Ahmedabad,05-12-2017
148,SAI GREEN VALLEY 1,SAI GREEN BUILDERS,"23 SHYAMSHARAN 2, AROHI CLUB ROAD,GHUMA Ahmedabad 380058",Mixed Development,parthpatel9978@gmail.com,9879001535,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA01031/151217,Ahmedabad,15-12-2017
149,PALASH PEARL,SHREENATH DEVELOPERS,"14, Arpan Bunglows, Nr Maniba School Saijpur-Bogha, Naroda Ahmedabad 382346",Mixed Development,ganeshgroup44@gmail.com,9998805329,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01442/300118,Ahmedabad,30-01-2018
150,BLOSSOM OASIS,Manish Anantrai Virani Proprietor of Vardhman Developers,"SF/1, Vardhman Complex, Freniben Desai Marg Dungarshinagar, Bhatta, Paldi Ahmedabad 380007",Mixed Development,rera.kajalblossom@gmail.com,8238028435,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/MAA04756/EX1/300419,Ahmedabad,28-01-2019
151,VICTORY SUNRISE,JAY BUILDERS,311 APM SHOPPING MALL OPP SUN N STEP CLUB Ahmedabad 380061,Mixed Development,sbpatel27@yahoo.com,9825817369,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00296/EX1/280219,Ahmedabad,29-09-2017
152,SHALIGRAM LAKE VIEW,SHALIGRAM DEVELOPERS,"10 ATITHY BUNGLOWS OPP MILAN PARK,BODAKDEV Ahmedabad 380054",Mixed Development,arpit.persona999@gmail.com,9408881522,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01058/201217,Ahmedabad,20-12-2017
153,Krish Elite,SAVALIYA PROCON,"701, Astrontech Park Iscon Cross Road, Satelite Ahmedabad 380015",Mixed Development,krishind186@gmail.com,9375134021,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00261/EX2/180419,Ahmedabad,26-09-2017
154,SARITA RESIDENCY1,RAMANI BROTHERS,4 SAGAR TENAMENT OPP SBI BANK KATHWADA ROAD Ahmedabad 382325,Mixed Development,ramanibrothers1880@gmail.com,9879551880,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00078/EX1/280918,Ahmedabad,05-09-2017
155,SHRIMAD AFFORD,KRISHNA DEVELOPERS,101 Dhaval Sopping Center Sardar Patel Ring Road Odhav Ahmedabad Gujarat 380050 Ahmedabad 380050,Mixed Development,sanket.thummar@gmail.com,9879790929,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01030/151217,Ahmedabad,15-12-2017
156,SHREEKUNJ ELEGANCE,SHREEKUNJ BUILDCON,"G.F., NIDHI HOSPITAL, NR. STADIUM, NAVARANGPURA Ahmedabad 380009",Mixed Development,shreekunjbuildcon@gmail.com,9825015125,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA01690/190218,Ahmedabad,19-02-2018
157,AARYAN EMBASSY,GREEN IMPACT REALITIES,"SUR NO. 278, NR. SWAMINARAYAN TEMPLE RAJPATH CLUB CROSS ROAD, S.P.RING ROAD,AMBLI Ahmedabad 380058",Mixed Development,greenimpactrealty@gmail.com,9913835555,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00269/270917,Ahmedabad,27-09-2017
158,AAROHI ELYSIUM,Siddhi Developers,"B-003 ELANZA CREST B/H HOF LIVING, SINDHU BHAVAN ROAD Ahmedabad 380059",Mixed Development,account@aarohistarz.com,9099049178,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00491/EX1/A1M/290419,Ahmedabad,17-10-2017
159,SARANSH ARTH,CHANCHAL BUILDCON,"CHANCHAL O/P MALAV TALAV JIVRAJ PARK ROAD, VASNA Ahmedabad 380007",Mixed Development,arth@chanchalgroup.com,9825031269,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01749/EX3/211019,Ahmedabad,23-02-2018
160,SAMYAK GALAXY,A U Buildcon,"18, Hemkunj Apartment, Jain nagar, Paldi Ahmedabad 380007",Mixed Development,dipan82@gmail.com,9998889889,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00494/171017,Ahmedabad,17-10-2017
161,Sahyog Residency,Shahi Silaj Developers,"Surface Paradise, Takshashila School to Panjarapole Road, Opp. Bhathiji Mandir, B/h. Govardhan Park, Odhav, Ahmedabad Ahmedabad 382415",Mixed Development,hirensavaliy@gmail.com,9429910749,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00488/171017,Ahmedabad,17-10-2017
162,NISHAN PRIDE,DIVYA BUILDER,"NISHAN PRIDE, OPP. SAVAN BUNGLOWS KHODIYAR MANDIR ROAD, NEW RANIP Ahmedabad 382470",Mixed Development,raju4371@gmail.com,9879591371,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01050/181217,Ahmedabad,18-12-2017
163,KISHOR PARK,KT HRISHIKESH REALTY,"501, HRISHIKESH, OPP. MUNICIPAL WATER TANK, GULBAI TEKRA Ahmedabad 380006",Mixed Development,hrishikeshgroup89@gmail.com,9825119967,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00097/EX1/080419,Ahmedabad,07-09-2017
164,ROOP AVENUE,SHREE RAM DEVELOPERS,49 VISHAL PARK NR. HARIOM NAGAR GHODASAR Ahmedabad 380050,Mixed Development,roopavenue252@gmail.com,9227255583,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00878/EX1/300422,Ahmedabad,04-12-2017
165,Bagh-e-Fatima Apartment,AL-Fatima Developers,"10, Al-Hana Residency, b/h. Al-Falah Duplex, Opp. Amber Tower, Sarkhej Road, Ahmedabad - 380055 Ahmedabad 380055",Mixed Development,hanadeveloprs.12@gmail.com,9714310313,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00740/171117,Ahmedabad,17-11-2017
