Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Media Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date,Price trends
Buildone The One,BUILDONE PROJECTS,"Block No 233+234/17, TP 5, FP No 101, Randesan, Gandhinagar",Not Found,"Jun, 2028",1115 - 2568 sq.ft.,1.3 Acres,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA13092/070324/300628,,150,"3, 4, 5 BHK Apartments",12,"Children's Play Area, Solid Waste Management And Disposal, Lift(s), Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Fire Fighting System, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Street Lighting, +4 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Aug, 2022",₹4.9 K/sq.ft
Shilp Residency,SHILP GROUP,"Near Olive Greens, Gota, North West, Ahmedabad",₹5.43 K/sq.ft,"Jun, 2027",2050 - 5045 sq.ft.,4.34 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11096/291222,,501,"3, 4 BHK Penthouse,Apartments",12,"Cricket Pitch, Swimming Pool, Fire Sprinklers, Letter Box, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, 24X7 Water Supply, Car Parking, Street Lighting, +14 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Dec, 2022",₹5.4K/sq.ft
Kavisha Aer,KAVISHA ATRIA LLP,"Shela, South West, Ahmedabad",Not Found,"May, 2026",625 - 811 sq.ft.,0.19 Acres,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA11869/290523,,392,"2, 3 BHK Apartments",12,"Children's Play Area, Waiting Lounge, Security Cabin, Changing Room, Swimming Pool, Fire Sprinklers, Lift(s), Entrance Gate Security Cabin, Badminton Court, Gymnasium, 24X7 Water Supply, +9 more",Not Found,Not Found,Not Found,0,5,Not Found,"Kavisha Group made its foray into the real estate market in the year 1999 as a land dealer and developer. Within a short span of time, the company has carved a niche for itself in the realty market by providing exemplary projects. It follows a customer-centric approach and strives to deliver high-quality projects at affordable prices. Committed to delivering the best, the company remains in trend with new innovative space planning techniques and updated construction technology.",Under Construction,"May, 2023",₹4.1K/sq.ft
Altezza,THE PALM,"Opp. Pelican, Palm Road, Near Sargasan Cross Road, Sargasan, Gandhinagar",₹4.08 K/sq.ft,"Mar, 2026",,0.96 Acres (82% open),PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA10315/130622,,70,3 BHK Apartment,12,"Children's Play Area, Entrance Lobby, Amphitheater, Cricket Pitch, Volleyball Court, Gazebo, Swimming Pool, Lift(s), Badminton Court, Gymnasium, Car Parking, +4 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Jan, 2023",₹4.0K/sq.ft
Aarohi Avinya,SIDDHI INFRALINK,"Aarohi Avinya, Near Prernatirth Derasar, ISRO Colony Road, Satellite, South West, Ahmedabad",₹7.8 K/sq.ft,"Dec, 2028",2360 - 2470 sq.ft.,0.88 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12257/010923,,80,3 BHK Apartment,12,"Internet / Wi-Fi, Cricket Pitch, Gazebo, Swimming Pool, Mini Theatre, Gymnasium, Flower Garden, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Gated Community, +16 more",Not Found,Not Found,Not Found,0,1997,18,"Siddhi Infralink, a very well-known and reputed company in the industry started its work of construction many years back with a vision of shaping dreams and transforming lives of people. The company has already gained success in all its past projects, booking a firm place in the hearts of the clients and earning their trust. The company gives all the credit for their success to the hardworking and expert architects and engineers of the company along with their clients. The client's trust on the company has brought them up to this level. Siddhi Infralink have nailed their name among one of the leading companies in the Construction Industry. Siddhi Infralink is determined on their promise to carry on their construction work using good quality projects and providing their clients a better living.",Under Construction,"Sep, 2023",₹7.9K/sq.ft
Maitri Elevate,GAYATRI INFRASTRUCTURE,"Motera, North West, Ahmedabad",₹43.87 K/sq.yd,"Dec, 2028",313 - 414 sq.yd.,2.62 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12162/180823,,167,"3, 4 BHK Apartments",11,"Children's Play Area, 24X7 Water Supply, Yoga / Meditation Area, Gazebo, Indoor Games, Fire Sprinklers, Lift(s), Mini Theatre, Infinity Pool, Power Backup, Gymnasium",Not Found,Not Found,Not Found,0,2001,9,"A well known group in the realty ambit, Gayatri Infrastructure Ltd. The employees of the Company believe that the best award they can receive is the smile of the satisfied customer and they strive hard in every project for this award. This Group has also won many other awards for the outstanding work they have done in the field of construction. Backed by professional people, the Company is always confident in building quality projects. Gayatri Infrastructure Ltd knows the value of the customer’s money and makes sure to be punctual in completing the projects for its clients.",Under Construction,"Aug, 2023",₹5.2 K/sq.ft
Kalasagar Skies,V3 CONSTRUCTION,"Opp Kala Dham,100 Ft Pramukh Swami Rd, Visat GandhiNager Highway,T.P. 44, Motera, Chandkheda, North West, Ahmedabad",₹36.5 K/sq.yd,"Feb, 2026",,1.8 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08533/010621,,272,2 BHK Apartment,12,"Children's Play Area, Amphitheater, Entrance Lobby, Yoga / Meditation Area, Volleyball Court, Fire Sprinklers, Lift(s), Badminton Court, Table Tennis, 24x7 CCTV Surveillance, Gymnasium, +13 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Oct, 2022",₹4.2K/sq.ft
Aadhya Arambh,BALATRIPURA DEVELOPER,"Opp. Dev City Bunglow, Behind Indian Oil Petrol Pump, Ghatlodiya, Chanakyapuri, North West, Ahmedabad",₹48 K/sq.yd,"Dec, 2026",257 - 333 sq.yd.,2.1 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12715/161123,,135,"3, 4 BHK Apartments",12,"Amphitheater, Gazebo, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Gymnasium, Electrification(Transformer, Solar Energy etc), 24X7 Water Supply, Closed Car Parking, Jogging Track, +15 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Dec, 2023",₹5.3 K/sq.ft
The Regal,ARISTO BUILDER,"Vaishnodevi Circle, North West, Ahmedabad",₹10.11 K/sq.ft,"Dec, 2028",1393 - 1771 sq.ft.,1.63 Acres,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13377/230424/311228,,103,4 BHK Apartment,12,"Recreation Facilities, Swimming Pool, Lift(s), EV Charging Point, Water Conservation, Rain water Harvesting, Mini Theatre, 24x7 CCTV Surveillance, Gymnasium, Closed Car Parking, Car Parking, 24X7 Water Supply, +11 more",Not Found,Not Found,Not Found,0,5,Not Found,"Aristo is a construction company founded by maverick developers who boast of more than a decade of experience in the field. They have been prominent developers in Ahmadabad and Mumbai, having created residential villas, bungalows, buildings and commercial structures too. With a passion of making optimum use of real estate, the founders of Aristo imbue a sense of class and sophistication in every element of their project. They envision their growth in the field, wherein they fulfill the needs of mid-market and high net worth individuals with precision, innovation and the latest technologies.",Under Construction,"Dec, 2023",₹5.0K/sq.ft
The Sovereign,ASHIMA GROUP,"The Sovereign,Near Thaltej-Shilaj Bridge, South West, Ahmedabad",₹7.15 K - 8.33 K/sq.ft,"Dec, 2027",6014 - 10201 sq.ft.,1.39 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12448/131023,,102,"4, 5 BHK Apartment,Duplexes",12,"Children's Play Area, Service Lift, Partial Power Backup, Entrance Lobby, Swimming Pool, Fire Sprinklers, Valet Parking, EV Charging Point, 24x7 CCTV Surveillance, Gymnasium, Kid's Pool, +10 more",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Oct, 2023",₹7.9K/sq.ft
Unique Luxuria,UNIQUE INFRASPACE PVT LTD,"Behind Hotel Vivanta, Near Sola Bhagwat Mandir, Sola, North West, Ahmedabad",₹55.71 K/sq.yd,"Dec, 2026",,0.75 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11917/060623,,129,3 BHK Apartment,12,"Amphitheater, Garbage Disposal, Gazebo, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, Car Parking, 24X7 Water Supply, Multipurpose Room, +21 more",Not Found,Not Found,Not Found,0,2004,39,"Unique Infraspace Pvt Ltd was formed with a very broad vision in mind to be a leading real estate company in India and also to become a significant global player. They aim to reach this goal by providing high quality, innovative, modern and budget-friendly lifestyle. The firm has achieved vast success in the construction field which can be recognized by their completed successful projects spread all over. The company has definitely nailed its name among top construction companies of India. The company followed its vision and has stood over it. The company develops high rise as well as low rise buildings also. The company has a vast experience in the construction field for providing a vivid range of infrastructures along with class.",Under Construction,"Jul, 2023",₹6.5K/sq.ft
Vivaan Orbit,VIVAAN GROUP,"Zundal, North West, Ahmedabad",Not Found,"Jun, 2028",1503 - 1917 sq.ft.,1.55 Acres,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12134/100723,,280,"2, 3 BHK Apartments",12,"Children's Play Area, Cricket Pitch, Gazebo, Reflexology Park, Fire Sprinklers, Lift(s), Gymnasium, 24X7 Water Supply, Car Parking, Multipurpose Hall, Senior Citizen Siteout, +5 more",Not Found,Not Found,Not Found,0,2003,8,"Vivaan Group is committed to providing you a higher quality oflife and redefining the standard of living throug hinnovative reale state products. We distinctively differentiate ourselves through our unvarying focus on 3 core values-Customer Centricity, Quality, and Transparency. We have consistently stood at the forefront of design, raising the bar on aesthetics, functionality, infrastructure, andeco-friendliness.",Under Construction,"Jul, 2023",₹3.6K/sq.ft
Vivaan Ixora,VIVAAN GROUP,"Behind Sangath Prominence, Opp. CBD Mall, Near Pushkar Residency, SP Ring Road, Zundal, North West, Ahmedabad",Not Found,"May, 2025",,0.29 Acres,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/MAA10450/140722,,108,3 BHK Apartment,12,"Cricket Pitch, Internet / Wi-Fi, Fire Alarm, Gazebo, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Senior Citizen Siteout, +16 more",Not Found,Not Found,Not Found,0,2003,8,"Vivaan Group is committed to providing you a higher quality oflife and redefining the standard of living throug hinnovative reale state products. We distinctively differentiate ourselves through our unvarying focus on 3 core values-Customer Centricity, Quality, and Transparency. We have consistently stood at the forefront of design, raising the bar on aesthetics, functionality, infrastructure, andeco-friendliness.",Under Construction,"Jul, 2022",₹3.8K/sq.ft
Sacred Shivansh,SACRED NINE REALTY,"Shela Gam Road, Opposite Orchid Vally Club O7, Shela, South West, Ahmedabad",₹4.5 K/sq.ft,"Dec, 2027",1260 - 1760 sq.ft.,1.97 Acres,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA11896/020623,,345,"2, 3 BHK Apartments",6,"Closed Car Parking, 24X7 Water Supply, Car Parking, Fire Sprinklers, 24x7 Security, Power Backup",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Jun, 2023",₹3.8K/sq.ft
Dharti Skyline,DHARTI INFRACON,"Besides Godrej, Garden City, Jagatpur, North West, Ahmedabad",Not Found,"Dec, 2025",150 - 200 sq.yd.,2.7 Acres (65% open),PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10375/A1M/130323,,486,"2, 3 BHK Apartments",12,"Cricket Pitch, Gazebo, Skating Rink, Fountains, Table Tennis, Mini Theatre, Kid's Pool, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Indoor Games, +38 more",Not Found,Not Found,Not Found,0,1,Not Found,"DHARTI INFRACON (Dharti Group) is committed to building aspiration and delivering value. In the last 27 Years, we have developed over 20 million SQ.FT. of prime residential real estate; 15+ landmark projects and over 2500 happy families stand testimony to our commitment. Having established its credentials in the Real estate domain with landmark projects in Chandkheda, Ahmedabad, Dharti Group has taken up this mammoth project ""Dharti Skyline"" in Jagatpur, to cater to the accomplished achievers.",Under Construction,"Oct, 2022",₹3.9K/sq.ft
Posh Ville,SAAMARTH GROUP,"Nr Shreeji Bunglows, Raysan, Gandhinagar",Not Found,"Dec, 2026",,3.57 Acres,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RN363AA10263/181023,,24,4 BHK Villa,12,"Cricket Pitch, Skating Rink, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Jogging Track, High-tech alarm system, Street Lighting, +16 more",Not Found,Not Found,Not Found,0,2008,12,"Saamarth Group is been ranked Unparalleled in Real Estate Developers of Gandhinagar & Ahmedabad. We have been associated in developing Exquisite & Top Notch Residential Projects since a vast time-span and thus have gained the Position amongst the Leading Real Estate Developers not just in Gandhinagar but Gujarat as well. As a Brand, our Objective is to Strive for Excellence in Building Residencies of Premium Quality Design & Construction Services.
In this ten years period of real estate, we have finished many residential and commercial projects. By conveying excellent quality at affordable prices, we have been powering the aspirations of the emerging and dynamic middle class.
By bringing to life appealingly supreme villas and farm houses, we are redefining luxury and ways of enjoying it. With eco-friendly materials and construction techniques, our company share concern for the nature.
We attempt to provide value for money to our customers.
We have built complete and exclusive structures, with a strong belief in safety, hygiene, efficiency and technological advancement.
We believe that the provision of alive and kicking constructions and the comfort of clients form the backbone of all the functions of the Saamarth.
Latest utility systems, aesthetically superior facades and explicit building maintenance form special features of all the Saamarth Group.",Under Construction,"Mar, 2023",₹79.9K/sq.ft
