XID,Registration Number,Apartment Type,Block Number,Carpet Area (In sq. meters),Area of Exclusive Balcony (In sq. meters),Area of Exclusive Verandah (In sq. meters),Area of Exclusive Terrace (In sq. meters),Area of Exclusive Store (In sq. meters),Any Other Area (In sq. meters),Proposed Number of Apartments,
r276055,RAJ/P/2017/001,2 BHK-PREMIUM-TYPE-04,Block - 1,67.45,9.48,0,0,0,0,12,5
r276055,RAJ/P/2017/001,3 BHK-DELUXE-TYPE-02,Block - 1,101.54,15.33,0,0,0,0,6,4
r276055,RAJ/P/2017/001,3 BHK-DELUXE-TYPE-04,Block - 1,99.41,15.33,0,0,0,0,3,2
r276055,RAJ/P/2017/001,3 BHK-DELUXE-TYPE-06,Block - 1,97.27,15.33,0,0,0,0,5,4
r276055,RAJ/P/2017/001,4 BHK_ELITE_TYPE-02,Block - 1,141.03,15.7,0,0,0,0,2,2
r276055,RAJ/P/2017/001,V.H.O.,Block - 1,5.3,0,0,0,0,0,12,0
r276863,RAJ/P/2017/100,2 BHK,,47.87,4.82,0,0,0,0,48,42
r276863,RAJ/P/2017/100,2 BHK,,47.87,4.82,0,0,0,0,48,45
r276863,RAJ/P/2017/100,2 BHK,,47.87,4.82,0,0,0,0,48,34
r276863,RAJ/P/2017/100,2 BHK,,47.87,4.82,0,0,0,0,48,36
r276863,RAJ/P/2017/100,2 BHK,,47.87,4.82,0,0,0,0,48,27
r276863,RAJ/P/2017/100,2 BHK,,47.87,4.82,0,0,0,0,48,17
r276863,RAJ/P/2017/100,2 BHK,,47.87,4.82,0,0,0,0,48,25
r276863,RAJ/P/2017/100,FF RETAIL Shop - 19,,18.09,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,FF RETAIL SHOP-14,,17.56,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,FF RETAIL SHOP-15,,20.11,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,FF RETAIL SHOP-16,,18.97,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,FF RETAIL SHOP-17,,19.01,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,FF RETAIL SHOP-18,,18.97,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,GF ANCHORE SHOWROOM,,142.81,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,GF RETAIL SHOP-01,,18.72,0,0,0,0,0,2,1
r276863,RAJ/P/2017/100,GF RETAIL SHOP-09,,19.05,0,0,0,0,0,8,6
r276863,RAJ/P/2017/100,GF RETAIL SHOWROOM,,43.28,0,0,0,0,0,1,1
r276863,RAJ/P/2017/100,LG RETAIL Shop 1,,38.4,0,0,0,0,0,1,1
r276863,RAJ/P/2017/100,LG RETAIL SHOP 10,,18.59,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,LG RETAIL Shop 2,,18.96,0,0,0,0,0,1,1
r276863,RAJ/P/2017/100,LG RETAIL Shop 3,,17.28,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,LG RETAIL Shop 4,,18.72,0,0,0,0,0,2,2
r276863,RAJ/P/2017/100,LG RETAIL Shop 5,,19.05,0,0,0,0,0,8,8
r276863,RAJ/P/2017/100,LG RETAIL Shop 6,,17.56,0,0,0,0,0,1,0
r276863,RAJ/P/2017/100,LG RETAIL SHOP 7,,20.11,0,0,0,0,0,1,1
r276863,RAJ/P/2017/100,LG RETAIL SHOP 8,,18.97,0,0,0,0,0,2,1
r276863,RAJ/P/2017/100,LG RETAIL SHOP 9,,19.01,0,0,0,0,0,1,0
r24770,RAJ/P/2017/532,Tower - B (3 BHK PREMIUM),Block - 1,107.55,15.32,0,0,0,0,28,20
r24770,RAJ/P/2017/532,Tower B ( Servant Room),Block - 1,16.11,0,0,0,0,0,28,1
r24770,RAJ/P/2017/532,Tower B (3BHK EXECUTIVE),Block - 1,97.46,14.5,0,0,0,0,28,24
r24770,RAJ/P/2017/532,Tower C ( 2BHK),Block - 2,76.83,12.74,0,0,0,0,56,26
r24770,RAJ/P/2017/532,Tower G (2BHK Executive),Block - 3,72.1,12.74,0,0,0,0,28,19
r24770,RAJ/P/2017/532,Tower- G (2BHK Premium),Block - 3,76.79,12.74,0,0,0,0,28,28
r24770,RAJ/P/2017/532,Tower- F (2BHK),Block - 4,76.83,12.74,0,0,0,0,56,14
r21914,RAJ/P/2018/728,2BHK - Type 1,Block - 1,48.25,7.25,0,0,0,0,182,139
r21914,RAJ/P/2018/728,2BHK - Type 2,Block - 1,48.25,8.24,0,0,0,0,8,2
r21914,RAJ/P/2018/728,2BHK - Type 3,Block - 1,48.25,15.03,0,0,0,0,10,0
r21914,RAJ/P/2018/728,2BHK-TYPE-1,Block - 1,48.25,7.25,0,0,0,0,182,158
r21914,RAJ/P/2018/728,2BHK-TYpe-2,Block - 1,48.25,8.24,0,0,0,0,8,3
r21914,RAJ/P/2018/728,2BHK-Type-4,Block - 1,48.25,24.05,0,0,0,0,5,0
r21914,RAJ/P/2018/728,2BHK-Type-5,Block - 1,48.25,30.66,0,0,0,0,2,1
r21914,RAJ/P/2018/728,2BHK-Type-6,Block - 1,48.25,20.04,0,0,0,0,2,2
r21914,RAJ/P/2018/728,2BHK-Type-7,Block - 1,48.25,34.43,0,0,0,0,1,0
r21914,RAJ/P/2018/728,2BHK - Type 1,Block - 2,57.27,9.08,0,0,0,0,163,119
r21914,RAJ/P/2018/728,2BHK - Type 2,Block - 2,57.27,10.15,0,0,0,0,8,3
r21914,RAJ/P/2018/728,2BHK - Type 3,Block - 2,57.27,29.65,0,0,0,0,9,0
r21914,RAJ/P/2018/728,2bhk-type-1,Block - 2,57.27,9.08,0,0,0,0,163,135
r21914,RAJ/P/2018/728,2bhk-type-2,Block - 2,57.27,10.15,0,0,0,0,8,3
r21914,RAJ/P/2018/728,2BHK-Type-4,Block - 2,57.27,35.12,0,0,0,0,6,1
r21914,RAJ/P/2018/728,2BHK-Type-5,Block - 2,57.27,36.11,0,0,0,0,1,0
r21914,RAJ/P/2018/728,2BHK-Type-6,Block - 2,57.27,49.89,0,0,0,0,2,2
r12406,RAJ/P/2017/162,2 BHK,Block - 1,58.35,12.09,0,0,0,0,294,0
r12406,RAJ/P/2017/162,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view
HVAC Drawing (Showing air ducting, ac shafts etc , if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,
r12406,RAJ/P/2017/162,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,3 BHK,Block - 1,70.05,14.67,0,0,0,0,126,0
r12406,RAJ/P/2017/162,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view
HVAC Drawing (Showing air ducting, ac shafts etc , if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,
r12406,RAJ/P/2017/162,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,2 BHK,Block - 2,58.35,12.09,0,0,0,0,28,0
r12406,RAJ/P/2017/162,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view
HVAC Drawing (Showing air ducting, ac shafts etc , if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,
r12406,RAJ/P/2017/162,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,3 BHK,Block - 2,70.05,14.67,0,0,0,0,28,0
r12406,RAJ/P/2017/162,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view
HVAC Drawing (Showing air ducting, ac shafts etc , if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,
r12406,RAJ/P/2017/162,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r12406,RAJ/P/2017/162,"HVAC Drawing (Showing air ducting, ac shafts etc , if any)",view,,,,,,,,
r3006,RAJ/P/2020/1220,T-1 (T-4)- 4 BHK,,140.7,16.26,0,0,0,0,24,5
r3006,RAJ/P/2020/1220,T-1 (T-4)- 4 BHK+ STAFF,,152.36,19.62,0,0,0,0,2,2
r3006,RAJ/P/2020/1220,T-1 (T-4)- 4BHK+STAFF,,132.66,19.62,0,0,0,0,22,21
r3006,RAJ/P/2020/1220,T-2 (T-5)- 4 BHK,,140.7,16.26,0,0,0,0,24,3
r3006,RAJ/P/2020/1220,T-2 (T-5)- 4 BHK+ STAFF,,152.36,19.62,0,0,0,0,2,2
r3006,RAJ/P/2020/1220,T-2 (T-5)- 4BHK+STAFF,,132.66,19.62,0,0,0,0,22,20
r3006,RAJ/P/2020/1220,T-3 (T-13)- 4BHK+STAFF,,132.66,19.62,0,0,0,0,22,21
r3006,RAJ/P/2020/1220,T-3 (T-13)-4 BHK,,140.7,16.26,0,0,0,0,24,18
r3006,RAJ/P/2020/1220,T-3 (T-13)-4BHK+STAFF,,152.36,19.62,0,0,0,0,2,2
r297443,RAJ/P/2020/1364,3 BHK,1,144.98,11.43,0,0,0,0,12,12
r273337,RAJ/P/2020/1407,2 BHK + 2 Toilets - Magnolia-1 (Corner),1,70.48,9.76,0,0,0,0,24,21
r273337,RAJ/P/2020/1407,2 BHK + 2 Toilets - Magnolia-2 (Middle),1,68.35,10.37,0,0,0,0,48,33
r273337,RAJ/P/2020/1407,3 BHK + 2 Toilets - Lavender-1,1,86.83,10.72,0,0,0,0,24,24
r375516,RAJ/P/2021/1473,1st Floor to 14th Floor - 101,Block - 1,88.84,19.69,0,0,0,0,14,14
r375516,RAJ/P/2021/1473,"1st Floor to 14th Floor - 102, 103, 106, 107, 108, 109",Block - 1,89.37,7.43,0,0,0,0,84,79
r375516,RAJ/P/2021/1473,1st Floor to 14th Floor - 104,Block - 1,89.82,15.25,0,0,0,0,14,13
r375516,RAJ/P/2021/1473,1st Floor to 14th Floor - 105,Block - 1,89.96,12,0,0,0,0,14,14
r375516,RAJ/P/2021/1473,1st Floor to 14th Floor - 110,Block - 1,87.87,14.44,0,0,0,0,14,14
r273337,RAJ/P/2022/2028,3 BHK,1,95.76,14.85,0,0,0,0,48,48
r273337,RAJ/P/2022/2028,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r273337,RAJ/P/2022/2028,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r273337,RAJ/P/2022/2028,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r273337,RAJ/P/2022/2028,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r380493,RAJ/P/2021/1622,F-01 Floor 12,1,136.51,10.08,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,"F-01 -Floor 1-8,10&11",1,136.51,10.08,0,0,0,0,9,1
r380493,RAJ/P/2021/1622,F-01 Floor 9,1,127.34,10.08,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,F-02 Floor 12,1,133.43,12.24,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,F-02 Floor 9,1,133.43,12.24,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,"F-02-Floor 1-8,10&11",1,133.43,12.24,0,0,0,0,10,2
r380493,RAJ/P/2021/1622,F-03 Floor 12,1,130.32,12.26,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,F-03 Floor 9,1,130.32,12.26,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,"F-03-Floor 1-8,10&11",1,130.32,12.26,0,0,0,0,10,1
r380493,RAJ/P/2021/1622,F-04 Floor 12,1,125.69,10.03,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,F-04 Floor 9,1,125.69,10.03,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,"F-04-Floor 1-8,10&11",1,125.69,10.03,0,0,0,0,10,5
r380493,RAJ/P/2021/1622,F-05 Floor 12,1,179,14.4,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,F-05 Floor 9,1,179,14.4,0,0,0,0,1,0
r380493,RAJ/P/2021/1622,"F-05-Floor-1-8,10&11",1,179,14.4,0,0,0,0,10,4
r291541,RAJ/P/2021/1712,3BHK Type 1,J,175.8,26.64,0,0,0,0,2,0
r291541,RAJ/P/2021/1712,4BHK Type 2,J,206.32,24.2,0,0,0,0,12,10
r291541,RAJ/P/2021/1712,4BHK Type 3,J,206.32,29.41,0,0,0,0,2,1
r291541,RAJ/P/2021/1712,4BHK Type 4,J,208.5,24.2,0,0,0,0,12,11
r385557,RAJ/P/2022/1819,2 BHK,T-3,78.29,11.42,0,0,0,0,10,10
r385557,RAJ/P/2022/1819,3 BHK,T-3,98.82,10.79,0,0,0,0,10,10
r28336,RAJ/P/2017/150,2BHK,,77.7,8.38,0,0,0,0,56,21
r28336,RAJ/P/2017/150,2BHK,,70.97,11.7,0,0,0,0,28,20
r28336,RAJ/P/2017/150,2BHK,,70.97,12.43,0,0,0,0,28,26
r28336,RAJ/P/2017/150,2BHK,,71.42,10.47,0,0,0,0,24,17
r28336,RAJ/P/2017/150,2BHK,,71.42,11.56,0,0,0,0,24,17
r28336,RAJ/P/2017/150,3BHK+Servant,,113,18.13,0,0,0,0,56,46
r28336,RAJ/P/2017/150,3BHK+Servant,,114.13,25.55,0,0,0,0,28,26
r28336,RAJ/P/2017/150,3BHK+Servant,,113,18.13,0,0,0,0,84,44
r28336,RAJ/P/2017/150,3BHK+Servant,,102.27,18.68,0,0,0,0,56,41
r28336,RAJ/P/2017/150,3BHK+Servant,,102.27,18.68,0,0,0,0,28,20
r28336,RAJ/P/2017/150,3BHK+Servant,,92.86,9.28,0,0,0,0,14,4
r28336,RAJ/P/2017/150,3BHK+Servant+D,,105.32,18.62,0,0,0,0,28,6
r395290,RAJ/P/2022/2021,"2 BHK TYPE 1 (Ground, 1st to 6th, 8th to 11th Floor)",1,68.06,11.85,0,0,0,0,14,2
r395290,RAJ/P/2022/2021,"2 BHK TYPE 2 (Ground, 1st to 6th, 8th to 11th Floor)",1,73.44,9.75,0,0,0,0,12,1
r395290,RAJ/P/2022/2021,"2 BHK TYPE 3 (Ground, 1st to 6th, 8th to 11th Floor)",1,65.91,12.43,0,0,0,0,14,2
r395290,RAJ/P/2022/2021,"3 BHK TYPE 1 (Ground, 1st to 6th, 8th to 11th Floor)",1,95.1,17.1,0,0,0,0,14,4
r395290,RAJ/P/2022/2021,"3 BHK TYPE 2 (Ground, 1st to 6th, 8th to 11th Floor)",1,94.71,15.21,0,0,0,0,14,4
r395290,RAJ/P/2022/2021,"3 BHK TYPE 3(Ground, 1st to 6th, 8th to 11th Floor)",1,101.74,18.4,0,0,0,0,14,4
r395290,RAJ/P/2022/2021,"3 BHK TYPE 4(Ground, 1st to 6th, 8th to 11th Floor)",1,97.69,17.11,0,0,0,0,14,1
r61689,RAJ/P/2022/2212,2 BHK,Block R,74.24,8.68,0,0,0,0,26,25
r61689,RAJ/P/2022/2212,3BHK + 3 Toilet,Block R,98.27,9.31,0,0,0,0,26,15
r407756,RAJ/P/2023/2512,3 BHK 1001,0,160.95,30.01,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,3 BHK 102,0,161.89,31.29,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,3 BHK 1101,0,161.07,30.01,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,"3 BHK 1202, 1302",0,162.46,30.72,0,0,0,0,2,0
r407756,RAJ/P/2023/2512,3 BHK 502,0,161.83,30.72,0,0,0,0,1,1
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,"3 BHK 602, 702",0,162.03,30.72,0,0,0,0,2,2
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,3 BHK 902,0,162.31,30.72,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,"3-BHK 1002, 1102",0,162.27,30.72,0,0,0,0,2,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,3-BHK 101,0,160.54,31.28,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,3-BHK 1201,0,160.84,30.01,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,3-BHK 1301,0,159.25,36.44,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"3-BHK 201, 301, 401",0,160.54,30.01,0,0,0,0,3,1
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,"3-BHK 202, 302, 402",0,161.89,30.72,0,0,0,0,3,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,"3-BHK 501, 601, 701",0,160.58,30.01,0,0,0,0,3,3
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,3-BHK 802,0,162.07,30.72,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,4 - BHK 1201,0,216.01,29.1,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,4 - BHK 1002,0,219.11,29.02,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,4 - BHK 101,0,208.46,31.66,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,4 - BHK 101,0,215.7,31.15,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,4 - BHK 102,0,215.52,32.65,0,0,0,0,1,0
r407756,RAJ/P/2023/2512,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
r407756,RAJ/P/2023/2512,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r407756,RAJ/P/2023/2512,"4 - BHK 102, 202, 302, 402, 602, 702",0,218.72,29.02,0,0,0,0,6,0
