Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
88,VILLA ROMENTIKA,SQUAREFEET REALITY,"A-1/7-8, SHANTIDHAM BUNGLOWS VASNA BHAYALI ROAD,VADODARA Vadodara 391410",Residential/Group Housing,thakkar24@gmail.com,9825035674,PR/GJ/VADODARA/VADODARA/Others/RAA05203/EX1/210123,Vadodara,04-04-2019
89,BARSANA GREENS,ADITYA REAL CON,B13 SARTHAK APPARTMENT ELLORAPARK Vadodara 390023,Residential/Group Housing,davnpl@gmail.com,9898043034,PR/GJ/VADODARA/VAGHODIA/Others/RAA03952/EX1/240220,Vadodara,02-11-2018
90,Bhagwati Retreat - Phase I,BHAGWATI CORPORATION,"413,0,AKSHAR COMPLEX,OPP SITA TOWER SATELLITE ROAD,SATELLITE Ahmedabad 380015",Residential/Group Housing,bhagawatiretreatphase2@gmail.com,9925001870,PR/GJ/BANASKANTHA/DANTA/Others/RAA04659/A1R/070220,Banaskantha,11-01-2019
91,Akshar Green,SHREENATHJI ENTERPRISE,"228,229 AKSHAR GREEN, NR BANSI BUNGLOWS ATLADARA OLD PADRA ROAD Vadodara 390015",Residential/Group Housing,akshargreena3a9@gmail.com,7621032345,PR/GJ/VADODARA/VADODARA/Others/RAA03309/010818,Vadodara,01-08-2018
92,"GOKUL RESIDENCY (BLOCK A + B, G, H)",SHREEJI DEVELOPERS,"NR. RANCHODNAGAR, VATVA VINZOL ROAD, VATVA Ahmedabad 382440",Residential/Group Housing,ankit.kitu18@gmail.com,9426082739,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01684/190218,Ahmedabad,19-02-2018
93,Poonam Pride,Vraj Corporation,"B R Developers, 3&4, 2nd Floor, Maruti Acrade, Shivranjani Cross Road, Satellite Ahmedabad 380015",Residential/Group Housing,vrajcorporation2011@yahoo.in,9909009371,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02979/EX2/270522,Ahmedabad,22-06-2018
94,Sarvopari Flora-2,Shree Bhavani Enterprise,"B/H Galaxy 88, Nr.Hanspura Residency, Naroda-Dehgam road Hanspura. Ahmedabad Ahmedabad 382330",Residential/Group Housing,sarvopari.flora2@gmail.com,9662739807,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04719/220119,Ahmedabad,22-01-2019
95,Kailash Shikhar,KAILASH INFRATECH,"KAILASH SHIKHAR NR PRATHAM UPVAN SUN PHARMA ROAD, ATLADRA,VADODARA-390012 Vadodara 390012",Residential/Group Housing,crm@kailashinfratech.com,7567988844,PR/GJ/VADODARA/VADODARA/Others/RAA04877/EX2/170222,Vadodara,19-02-2019
96,MAITRI AMBE TOWNSHIP,GAYATRI INFRASTRUCTURE LIMITED,"Gayatri House, Ashok Vihar, Near Maitri Avenue Soc Opp. Govt.Eng. College Motera, Sabarmati Ahmedabad 380005",Residential/Group Housing,harshad@gayatriinfra.com,9426722324,PR/GJ/BANASKANTHA/DANTA/Others/RAA01289/110118,Banaskantha,11-01-2018
97,ASHOKA,AKSHAR INFRASTRUCTURE,ASHOKA BH PRAGATI SCHOOL BHAYLI Vadodara 391410,Residential/Group Housing,aksharinfra01@gmail.com,9979889212,PR/GJ/VADODARA/VADODARA/Others/RAA03051/EX1/160720,Vadodara,02-07-2018
98,SHYAM HILLS,SHREE RANG INFRASTRUCTURE PVT LTD,"""SHYAM HOUSE""6, SHIVANAND SOCIETY OPP. VIJAYNAGAR SCHOOL,NARANPURA Ahmedabad 380013",Residential/Group Housing,shyamhillsranip@gmail.com,9825082199,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02005/150318,Ahmedabad,15-03-2018
99,EARTH ELEGANCE,B T CORPORATION,"BT HOUSE, NEAR TALUKA POLICE STATION HIGHWAY ROAD, KALOL N.G. Gandhinagar 382721",Residential/Group Housing,btcompliance2017@gmail.com,9825329351,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA01280/EX1/150219,Gandhinagar,10-01-2018
100,KAMLA PARK COMPLEX,REVA REALTY,"A1-2, REVA PARK, WATER TANK ROAD TARSALI VADODARA Vadodara 390009",Residential/Group Housing,revarealty02@yahoo.com,9979889224,PR/GJ/VADODARA/VADODARA/Others/RAA04435/201218,Vadodara,20-12-2018
101,Abhishek,B. Nanji A,"""Moorti Bunglow"", 5, Ashoknagar B/H Sundravan, Satellite Ahmedabad 380015",Residential/Group Housing,abhishekbnanji@gmail.com,9327010273,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00797/221117,Ahmedabad,22-11-2017
102,NARAYAN LAXURIA,NARAYAN LAND ESTATE,NARAYAN CHAMBERS STATION ROAD BHARUCH Bharuch 392001,Residential/Group Housing,parth@narayanrealty.com,9825045071,PR/GJ/BHARUCH/BHARUCH/Others/RAA01637/160218,Bharuch,16-02-2018
103,DEV DARSHAN BUNGLOWS,MANISH M PATEL PROPRIETOR OF KEYA REALTY,"A/5, AMI APARTMENT, BEHIND TBZ, NEAR NATUBHAI CIRCLE, Vadodara 390007",Residential/Group Housing,devdarshanbunglows@gmail.com,9879500723,PR/GJ/VADODARA/VADODARA/Others/RAA05154/280319,Vadodara,28-03-2019
104,THE ROCK,the rock infra,"THE ROCK BUNGLOWS NR. NAVRACHNA INTERNATIONAL SCHOOL , BHAYLI Vadodara 391410",Residential/Group Housing,rockinfra@outlook.com,9998624747,PR/GJ/VADODARA/VADODARA/Others/RAA04106/261118,Vadodara,26-11-2018
105,Samarpan Heights,Dev Corporation,"Plot no 19/2,Kishan Nagar Sector-26,Gandhinagar Gandhinagar 382026",Residential/Group Housing,patelalps@gmail.com,7096096697,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA00910/EX1/241218,Gandhinagar,04-12-2017
106,KALP NISHANG,KASATA HOMETECH (INDIA) PRIVATE LIMITED,"KALP DESIRE, NR NARAYAN GARDENS, OPP. YASH COMPLEX, ON 30 MTRS GOTRI ROAD Vadodara 390021",Residential/Group Housing,kalpvadodara@gmail.com,8141299199,PR/GJ/VADODARA/VADODARA/Others/RAA05000/070319,Vadodara,07-03-2019
107,RASHMI ANGAN,RASHMI ENGICON PRIVATE LIMITED,RASHMI ANGAN SANAND VIRMGAM HIGHWAY SANAND Ahmedabad 382110,Residential/Group Housing,rashmi.co209@gmail.com,9825077185,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA01038/EX2/210622,Ahmedabad,16-12-2017
108,ANMOL AANGAN,B T Corporation,"BT HOUSE, NEAR TALUKA POLICE STATION, HIGHWAY ROAD, KALOL, N.G. Gandhinagar 382721",Residential/Group Housing,btcompliance2017@gmail.com,9825329351,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA01399/230118,Gandhinagar,23-01-2018
109,Ocean Drive ( Tower B & C ),PNG DEVELOPERS,"F.P. NO.118, T.P. SCHEME NO. 80, BLOCK NO. 98, OPP. BAPUJINI WADI,DUMAS ROAD, SULTANABAD, Surat 394550",Residential/Group Housing,pngdevlopers@gmail.com,9824129454,PR/GJ/SURAT/CHORASI/SUDA/RAA01340/EX1/300519,Surat,18-01-2018
110,SHIKHAR AVENUE,Shikhar Developers,"T.P.S NO. 45 JAHANGIRPURA PISAD F.P. NO. 80, BLOCK NO. 42 , JAHANGIRPURA Surat 395005",Residential/Group Housing,shikhar2200@yahoo.com,9824122000,PR/GJ/SURAT/SURAT CITY/SUDA/RAA03284/EX1/070220,Surat,30-07-2018
111,SHYAM VATIKA,DEV CORPORATION,BLOCK NO 374 AT DELADVA TAL CHORYASI DIST SURAT Surat 394210,Residential/Group Housing,devcorporation7211@yahoo.com,7567465757,PR/GJ/SURAT/CHORASI/SUDA/RAA03252/260718,Surat,26-07-2018
112,COZY COURTYARD,AARYA AMBIENCE ENTERPRISE,COZY COURTYARD SURVEY NO. 157 BEHIND GOVANI CHHATARALAYA MOTAMAVA Rajkot 360005,Residential/Group Housing,cozycourtyard.rera@gmail.com,9825216754,PR/GJ/RAJKOT/RAJKOT/Others/RAA02296/070418,Rajkot,07-04-2018
113,VRAJBHUMI BUNGLOWS,VRAJBHUMI DEVELOPERS,"E-16, RAGHUVIR NAGAR SOCIETY NEW SAMA ROAD Vadodara 390024",Residential/Group Housing,vrajbhumid@gmail.com,9825558585,PR/GJ/VADODARA/VADODARA/Others/RAA07505/EX2/180924/310325,Vadodara,29-09-2020
114,SARVAM ASCONA,SARVAM ASSOCIATES,SAPTARSHI SOCIETY F 4 AMARNATH FLATS OLD PADRA ROAD Vadodara 390020,Residential/Group Housing,sarvamascona2021@gmail.com,9099039192,PR/GJ/VADODARA/VADODARA/Others/RAA10157/EX1/050225/311225,Vadodara,06-05-2022
115,AKSHAR RESIDENCY,SHREEJI DEVELOPERS,NEAR DHAVAL TALKIES RANOLI Vadodara 391350,Residential/Group Housing,dp28121976@gmail.com,9998005727,PR/GJ/VADODARA/VADODARA/Others/RAA04113/EX2/011021,Vadodara,26-11-2018
116,Shaligram Flora,Krishna Developers,"Block no 48, Shaligram Flora, Opp. J B Diamond School Navagam, Pasodara, Kamrej Surat 394185",Residential/Group Housing,janakdmalani@gmail.com,9879519969,PR/GJ/SURAT/KAMREJ/SUDA/RAA02654/EX1/200419,Surat,11-05-2018
117,Sun Royal Bungalows,Balaji Developers,"32, ICB ISLAND, OPPO. VANDEMATARAM CITY GOTA CHANDLODIYA NEW S G ROAD Ahmedabad 382481",Residential/Group Housing,sunroyalrera@gmail.com,9825050200,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA05101/200319,Gandhinagar,20-03-2019
118,L'OTUS,BLUE FEATHERS INFRACON,"BLOCK NO.379/B/2 OPP. MULLA DYEING, MOJE SACHIN Surat 394230",Residential/Group Housing,lotusbfi.rera@gmail.com,9913164663,PR/GJ/SURAT/CHORASI/SUDA/RAA06077/EX2/240723,Surat,21-09-2019
119,VARDHMAN GREEN 1 BHK,VARDHMAN REALITIES,2ND 150 FEET RING ROAD JAMNAGAR ROAD RAJKOT Rajkot 360006,Residential/Group Housing,janigaurav@yahoo.in,9979047008,PR/GJ/RAJKOT/RAJKOT/Others/RAA01382/EX2/110820,Rajkot,22-01-2018
120,VARDHMAN AVENUE,SHREE DEVELOPERS,"VARDHMAN AVENUE, 2ND 150 FEET RING ROAD JAMNAGAR ROAD, RAJKOT Rajkot 360006",Residential/Group Housing,pansuriyaanita@gmail.com,9824430600,PR/GJ/RAJKOT/RAJKOT/Others/RAA01966/120318,Rajkot,12-03-2018
121,MARUTI HEIGHTS,MARUTI INFRASTRUCTURE,"Oppt. Satyam Exotica Duplex Chhani-Dumad Road, VADODARA Vadodara 391740",Residential/Group Housing,marutiheights@gmail.com,8733888422,PR/GJ/VADODARA/VADODARA/Others/RAA01641/160218,Vadodara,16-02-2018
122,SAVVY SWARAAJ PRAGATI PH-2-2A,SAVVY SIDDHI REALITY & INFRASTRUCTURE LLP,"B-900, SHAPATH-4, OPP: KARNAVATI CLUB S. G. ROAD, PRAHLADNAGAR Ahmedabad 380015",Residential/Group Housing,venkat@savvygroup.in,8980012908,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00497/181017,Ahmedabad,18-10-2017
123,Advait Residency,Shivam Developers,14 Upvan Bunglows Opp Shyamal 3/B Sattelite Ahmedabad 380051,Residential/Group Housing,minalpatel69@yahoo.com,9825016500,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00926/061217,Ahmedabad,06-12-2017
124,THE RISE 1,THE RISE INFRA,A 6 JANKAPURI SCOEITY MANJALPUR VADODARA Vadodara 390011,Residential/Group Housing,hnpatel4@gmail.com,9998624747,PR/GJ/VADODARA/VADODARA/Others/RAA03311/EX1/070120,Vadodara,01-08-2018
125,APPLEWOODS VILLAS,APPLEWOODS ESTATE PRIVATE LIMITED,"Block No. 16, Abhishree Corporate Park, Opp. Swagat Bungalows BRTS Stop, Iscon–Ambli Road, Ahmedabad 380058",Residential/Group Housing,custinfo@applewoods.co.in,9909967486,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA00482/A1R/240120,Ahmedabad,17-10-2017
126,MARION RESIDENCY,OPULENCE DEVELOPERS,"TPS 81, RS 105, FP NO.93, MOJE DUMAS Surat 394120",Residential/Group Housing,dharmeshbhojani78@gmail.com,9825417353,PR/GJ/SURAT/SURAT CITY/SUDA/RAA02031/160318,Surat,16-03-2018
127,ANANDBAUG,SHAKTI DEVELOPERS,"ANANDBAUG, SURVEY NO.- 655, 657/2, F.P. - 512 , T.P - 114 , VASTRAL GAM ROAD, Ahmedabad 380043",Residential/Group Housing,anandbaug56@gmail.com,9898753924,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA02463/230418,Ahmedabad,23-04-2018
128,CELLESTIAL DREAMS,DRB RAVANI DEVELOPERS,"R.S.NO.140/p1 to p8 , O.P.-3,F.P. NO.-3 , Notional Plot-A, T.P.Scheme - 5 (Vesu - Bhimrad) Canal Road, New Airport Rd, Behind South Gujarat University , Vesu Surat 395007",Residential/Group Housing,drbravani@pradeepsinghi.com,9824137697,PR/GJ/SURAT/SURAT CITY/SUDA/RAA00654/EX1/090621,Surat,09-11-2017
129,SHIVABHI LUXURIA,GURUPRASAD INFRASTRUCTURE PRIVATE LIMITED,"Shop GF-12,Tower B,Shivabhi Luxuria, Makarpura Main road Vadodara 390013",Residential/Group Housing,buildwellcorporation@gmail.com,9376233772,PR/GJ/VADODARA/VADODARA/Others/RAA04073/EX1/280520,Vadodara,19-11-2018
130,SHUBHAM ELITE,SHUBHAM INFRA,"209 SHYBHAM ELITE, MOTNATH MAHADEV ROAD OPP DELHI PUBLIC SCHOOL, HARNI Surat 390022",Residential/Group Housing,vnsavani@gmail.com,9375040150,PR/GJ/VADODARA/VADODARA/Others/RAA04411/181218,Vadodara,18-12-2018
131,OUM ORBIT,SHANTI INFRASTRUCTURE,"406, MAURYANSH ELANZA, NR. PAREKH HOSPITAL SHYAMAL CROSS ROAD, SATELLITE Ahmedabad 380015",Residential/Group Housing,shantiinfrastructure@yahoo.com,9998970161,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA10602/290822,Ahmedabad,29-08-2022
132,AMAN RESIDENCY,M & Y DEVELOPERS,"SURVEY/BLOCK NO. 517, AMAN PARK, OPP. SAMEERA RESIDENCY, NR. VISHALA CIRCLE, JUHAPURA Ahmedabad 380055",Residential/Group Housing,mydevelopers2020@gmail.com,9099811147,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01496/030218,Ahmedabad,03-02-2018
133,78@Gokuldham,Tesla Properties LLP,"Sera 13, Gandhibaug Society Opp. Nirman Bhavan, Law Garden Ahmedabad 380006",Residential/Group Housing,78gkdm@gmail.com,9825061244,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA00007/EX1/040321,Ahmedabad,23-08-2017
134,GREEN HEAVEN,HEAVEN ASSOCIATE,ATLADRA PADRA MAIN ROAD NEAR BHAYALI STATION Vadodara 391410,Residential/Group Housing,greenheaven2011@yahoo.com,9624688550,PR/GJ/VADODARA/VADODARA/Others/RAA02271/050418,Vadodara,05-04-2018
135,GREEN HEAVEN,LUPIN ENTERPRISE,ATLADRA PADRA MAIN ROAD NEAR BHAYALI STATION Vadodara 391410,Residential/Group Housing,greenheaven2012@yahoo.com,9624688550,PR/GJ/VADODARA/VADODARA/Others/RAA04207/011218,Vadodara,01-12-2018
136,CRIMSON PALACE,S U ENTERPRISE,"CRIMSON PALACE, OPP. BHATARKAR SCHOOL, F.P. NO. 59, ALTHAN, SURAT. Surat 395007",Residential/Group Housing,crimsonpalace12@gmail.com,9825143600,PR/GJ/SURAT/SURAT CITY/SUDA/RAA01971/EX1/150219,Surat,12-03-2018
137,ASTHA VIHAR (Block A+D),Astha Developers,"Astha 2 Complex, Opp Madhav School, Vastral, Ahmedabad Ahmedabad 382418",Residential/Group Housing,bnprojects007@gmail.com,9727752880,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01682/170218,Ahmedabad,17-02-2018
138,CORAL WOODS,SHILP REALITY,"BH RAJDEEP COMPLEX NR TARSALI VEG MARKET, TARSALI Vadodara 390009",Residential/Group Housing,romilpatel83@yahoo.co.in,9687600846,PR/GJ/VADODARA/VADODARA/Others/RAA02810/EX1/140219,Vadodara,02-06-2018
139,surya interia,CHIRAGHARMANBHAIPATEL,101 Maruti Sharnam Complex Anand Vidhya Nagar Road Anand 388001,Residential/Group Housing,suryavillaza@gmail.com,9825039738,PR/GJ/ANAND/ANAND/Others/RAA03175/EX2/010621,Anand,18-07-2018
140,"CHILODA GREENS - Phase I, Wings A, B and C.",Propritorship of Shailesh A Amin and Pallavi S Amin,"Plot No.152, Opp. Raj Bhavan, Nr. Circuit House, Sector 20, Gandhinagar. Gandhinagar 382021",Residential/Group Housing,spb_builders@yahoo.co.in,9825074268,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA04417/EX2/130721,Gandhinagar,19-12-2018
141,Yogiraj Green,Vaidehi Enterprise,"A-11/2,Rajlaxmi Park Society New Sama Road Vadodara 390008",Residential/Group Housing,miteshhmitesh@gmail.com,9879525300,PR/GJ/VADODARA/VADODARA/Others/RAA03789/231018,Vadodara,23-10-2018
142,MARUTI NANDAN,MARUTI DEVELOPERS,"MARUTI NANDAN, GORWA - BAJWA ROAD KARODIYA Vadodara 391310",Residential/Group Housing,d.yagnik09@gmail.com,9925228804,PR/GJ/VADODARA/VADODARA/Others/RAA04752/250119,Vadodara,25-01-2019
143,BELLEVILLA BUNGLOWS,ISHWAR ENTERPRISE,BELLEVILLA BUNGLOWS VINZOL Ahmedabad 382445,Residential/Group Housing,bellevilla2012@gmail.com,9979591998,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01287/110118,Ahmedabad,11-01-2018
144,SAHAJANAND PARK,SAHAJ ASSOCIATES,"SAHAJANAND PARK, OPP. KASHIBA FARM, BILL CHAPAD ROAD CHAPAD Vadodara 391410",Residential/Group Housing,chapad271@gmail.com,9714224790,PR/GJ/VADODARA/VADODARA/Others/RAA07138/150620,Vadodara,15-06-2020
145,lakeview,aquarius infrastructure,"lakeview , f.p.no. 131, bhaily t.p.no. 4,vasna bhaily road, TA.DI. VADODARA Vadodara 391410",Residential/Group Housing,aquariusinfra@gmail.com,9898465689,PR/GJ/VADODARA/VADODARA/Others/RAA04179/301118,Vadodara,30-11-2018
146,Mahavir Hills-2,VEER DEVELOPERS,"Survey No 83, Plot No 143/2, Mahavir Hills – 2, Opp. Sukan Scheme, Gandhinagar Highway Road, Koba, Gandhinagar Gandhinagar 382426",Residential/Group Housing,mahavirhills2@gmail.com,9824067748,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA05398/060519,Gandhinagar,06-05-2019
147,SERENE COUNTY,SHRI LABH REALITY,"Serene County, Nr. Cloud 9 DPS-Kalali - Talsat Road, Talsat, Vadodara Vadodara 390012",Residential/Group Housing,enquiry@serenecounty.in,7405566066,PR/GJ/VADODARA/VADODARA/Others/RAA02928/150618,Vadodara,15-06-2018
148,SANGATH LIFE,SANYAM INFRASTRUCTURE,"Plot no. 1065/1 , Sector No. 3/C , Gandhinagar Gandhinagar 382006",Residential/Group Housing,bhavin.sangath@gmail.com,9879706060,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA03585/EX1/260219,Gandhinagar,04-10-2018
149,SNEH RESIDENCY,SNEH CIVICON,NR. LALGURU FARM BHAYLI-RAIPURA MAIN ROAD Vadodara 391014,Residential/Group Housing,snehconventure@gmail.com,8511161643,PR/GJ/VADODARA/VADODARA/Others/RAA04541/311218,Vadodara,31-12-2018
150,ASTHA HOMES,B N Projects Private Limited,"32, Nirant Park House, Opp Sun & Step Club, Thaltej, Ahmedabad 380059",Residential/Group Housing,bnprojects007@gmail.com,9727752880,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01685/190218,Ahmedabad,19-02-2018
151,RAJESHWAR GALAXY,Propritorship of Shri Raj Associates,"3rd, Shailraj Complex, Makarpura Road, Opp. Baroda Dairy Vadodara-390011 Vadodara 390011",Residential/Group Housing,shriraj.yadav@gmail.com,9825328301,PR/GJ/VADODARA/VADODARA/Others/RAA04275/EX2/100522,Vadodara,06-12-2018
152,Krish Residency,Dwarkesh Infrastructure,"Nr. Vedant Vatika, Jambuva Sunderpura Road Jambuva Vadodara 390014",Residential/Group Housing,jitubhaipatel65@yahoo.ca,9879006768,PR/GJ/VADODARA/VADODARA/Others/RAA02264/050418,Vadodara,05-04-2018
153,VRAJ VILLA,PRAKASH DEVELOPERS,"Vrajvilla,200 ft. Ring Road, Vastral Ahmedabad 382418",Residential/Group Housing,maheshpatel_192@yahoo.co.in,9426012367,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01554/070218,Ahmedabad,07-02-2018
154,ROSEDALE COUNTY,CALLA ASSOCIATES,"201 - 203 ROSEDALE HOUSE OPP AKSHAR PAVALLION, 3O MT VASNA RO SEVASI ROAD, BHAYLI Vadodara 391410",Residential/Group Housing,rcountyr@rediffmail.com,9825035727,PR/GJ/VADODARA/VADODARA/Others/RAA03955/031118,Vadodara,03-11-2018
155,SIDDHESHWAR HOMES - 2,VINAYAK CORPORATION,"23, Etihas Residency, Nikol-Naroda Rpad, Ahmedabad 382350",Residential/Group Housing,siddheshwarhomes2@gmail.com,9879605575,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA01485/030218,Gandhinagar,03-02-2018
156,Omkaar Shikhar,Trinetra Buildtech,"R.S. 863/1 Paiki 1 Tarsali Dhanyavi Cross Road Beside Over Bridge N.H.-8, Tarsali, Vadodara. Vadodara 390009",Residential/Group Housing,trinetrabuildtech@gmail.com,9824157242,PR/GJ/VADODARA/VADODARA/Others/RAA03718/EX1/100820,Vadodara,16-10-2018
157,THE SUN RESIDENCY 2,TULSI ESTATE DEVLOPERS,"F.F.29, BUSINESS CENTER, RUPAM CHOWK, BHAVNAGAR. Bhavnagar 364001",Residential/Group Housing,developerstulsiestate@gmail.com,9377422448,PR/GJ/BHAVNAGAR/BHAVNAGAR/Bhavnagar Municipal Corporation/RAA14891/030325/311226,Bhavnagar,03-03-2025
158,RADHE RESIDENCY,RAM DEVELOPERS,RADHE RESIDENCY OPP ROYAL GARDEN BH AIRFORCE STATION MAKARPURA Vadodara 390010,Residential/Group Housing,niravp180@gmail.com,9898070494,PR/GJ/VADODARA/VADODARA/Others/RAA02972/220618,Vadodara,22-06-2018
159,RATNA HEAVEN,EARTH INFRA,"RATNA HEAVAN OPP. ALSTOM PROJECT, BEFORE RATANPUR Vadodara 390019",Residential/Group Housing,vrajeshparikh1@gmail.com,9825353993,PR/GJ/VADODARA/VADODARA/Others/RAA03535/EX1/061120,Vadodara,29-09-2018
160,DARSHANAM ECOVISTA,SHOURYA CREATORS,"B-46,RAJDEEP SOCIETY, OPP POLO GROUND ,BAGIKHANA ROAD, Vadodara 390001",Residential/Group Housing,ecovistarera@gmail.com,9824018228,PR/GJ/VADODARA/VADODARA/Others/RAA01151/291217,Vadodara,29-12-2017
161,SANKALP GREENS,SHREE SHAKTI REALTY PRIVATE LIMITED,"F/38/538, SAGAR APPARTMENT OPP BHAVSAR HOSTEL Ahmedabad 380013",Residential/Group Housing,info@shaktirealty.co.in,9879302088,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02981/EX2/080920,Ahmedabad,22-06-2018
162,SHYAM HEIGHTS,MAA DEVELOPERS,D 13 SHYAM RESIDENCY CHHANIJAKAT NAKA Vadodara 390024,Residential/Group Housing,maadevelopers_2012@yahoo.com,9824245870,PR/GJ/VADODARA/VADODARA/Others/RAA03120/090718,Vadodara,09-07-2018
163,SATVA PRIME (BLOCK A & G),Satva Enterprise,"SATVA PRIME, R. S. NO. 444, OPP. PREET BUNGLOWS, B/H GEB SUB-STATION, CHHANI, VADODARA Vadodara 390024",Residential/Group Housing,vandana4949@gmail.com,9909984949,PR/GJ/VADODARA/VADODARA/Others/RAA01683/170218,Vadodara,17-02-2018
164,Royal Height,Royal Height Land Developer,Nr. Motikhodiyar Temple Anand Lambhvel Road Anand 388001,Residential/Group Housing,yunusvhora54@gmail.com,9725622118,PR/GJ/ANAND/ANAND/Others/RAA03791/EX1/130722,Anand,23-10-2018
165,VRAJ VILLA,SHREE BHAKTI CORPORATION PVT LTD,"GF 7 8, SHYAM RESI CUM PLAZA NEAR PARIWAR CHAR RASTA, WAGHODIA ROAD Vadodara 390019",Residential/Group Housing,shreevrajvilla@gmail.com,9824089965,PR/GJ/VADODARA/VADODARA/Others/RAA03049/020718,Vadodara,02-07-2018
166,THE RISE,THE RISE BUILTCON,"BH.BRIGHT DAYCBSE SCHOOL , BESIDE EARTH ACCROPOLISH VASNA BHAYLI ROAD Vadodara 391410",Residential/Group Housing,risep2011@gmail.com,7046281525,PR/GJ/VADODARA/VADODARA/Others/RAA04045/EX1/291121,Vadodara,17-11-2018
167,SONAL HIGHLAND,SONAL DEVELOPER,"21, ABHISHEK DUPLEX, BH ARPAN COMPLEX NIZAMPURA Vadodara 390002",Residential/Group Housing,manishamin009@yahoo.com,9427841911,PR/GJ/VADODARA/VADODARA/Others/RAA04155/EX2/170719,Vadodara,28-11-2018
168,DUTT RESIDENCY,TRIMURTI INFRABUILD PRIVATE LIMITED,"201, CORAL COMPLEX, OPP. HETARTH PARTY PLOT SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Residential/Group Housing,kp_trimurti@yahoo.com,9825505903,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00760/181117,Ahmedabad,18-11-2017
169,RUDRAKSH RIVERA,KRISHNA CORPORATION,"C/O. VIHAL PETROLEUM, BALAJI TENAMENT AJWA MAIN ROAD Vadodara 390019",Residential/Group Housing,aksh8969@gmail.com,9276208290,PR/GJ/VADODARA/VADODARA/Others/RAA00365/071017,Vadodara,07-10-2017
170,SHREEMAY APARTMENT,AMARSHAKTI REALITY,34 SUVARNAREKHA SOCIETY NIZAMPURA Vadodara 390024,Residential/Group Housing,hiteshranpura1978@gmail.com,9898029344,PR/GJ/VADODARA/VADODARA/Others/RAA04753/250119,Vadodara,25-01-2019
171,SAI SHUKAN,VIRAT ASSOCIATES,"OPP. GAIKWAD GOLF COURSE, NEAR, KASHIVISHWANATH TEMPLE, PALACE ROAD Vadodara 390001",Residential/Group Housing,saisahajresidency@gmail.com,9409029775,PR/GJ/VADODARA/VADODARA/Others/RAA02872/EX1/300721,Vadodara,08-06-2018
172,ARYAHI VILLAS,JAY AMBE DEVELOPERS,"OPP.VICENZA HIGHLANDS, KHANPUR,VADODARA. Vadodara 391101",Residential/Group Housing,vppatel1980@gmail.com,9974594545,PR/GJ/VADODARA/VADODARA/Others/RAA01640/EX2/290423,Vadodara,16-02-2018
173,SKY AVENUE,SKY HIGH ORGANISER PRIVATE LIMITED,"Final Plot No. 04+10, T.P. Scheme No. 85, Mouje: Sarkhej, Taluka: city, Taluka: city, District & Sub-District: Ahmedabad – 4(Paldi) Ahmedabad 380055",Residential/Group Housing,skyhighorg2013@gmail.com,9825480753,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02573/070518,Ahmedabad,07-05-2018
174,Akshar Paradise,RUDRA INFRA,Survey No. 402 Moje Chiloda Gandhinagar 382355,Residential/Group Housing,ca.heenagarwal@gmail.com,9909062537,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA02998/EX2/A1R/010220,Gandhinagar,25-06-2018
