Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
88,Polaris,DILIPKUMAR BAVCHANDBHAI BHAGAT,"A-76, MIRA NAGAR SOCIETY, UDHNAGAM, SURAT Surat 394210",Commercial,gokulambuildcon@gmail.com,9824101424,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02057/170318,Surat,17-03-2018
89,SHALIN GALLERIA,VITTHALBHAI MADHAVLAL PATEL( PROPRIETOR OF SHALIN BUILDERS,"PLOT NO. 588, VASTUNIRMAN CO OP HSG. SOCOETY, SECTOR NO. 22,GANDHINAGAR Gandhinagar 382022",Commercial,mtplbipinbhai@yahoo.co.in,9714390901,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA00698/141117,Gandhinagar,14-11-2017
90,West Gate Business Bay,True Value Business Bay LLP,True Value House Opp Sundervan Near ISRO Ahmedabad 380015,Commercial,sethu.truevalue@gmail.com,8980063000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00918/051217,Ahmedabad,05-12-2017
91,SHIVALIK AVENUE,TUSHAR LABHUBHAI KASODARIA PROPRIETOR OF M/S. SHIVALIK ASSOCIATES,SHIVALIK AVENUE OPP- PASSPORT OFFICE UDHNA DARWAJA - SURAT Surat 395007,Commercial,tushar_9468@yahoo.co.in,9824051016,PR/GJ/SURAT/SURAT CITY/SUDA/CAA03992/061118,Surat,06-11-2018
92,HARIKRUPA INDUSTRIAL ESTATE,HARIKRUPA DEVELOPERS,"Harikrupa Indu. Estate, Opp. Hanuman temple Naroda Ahmedabad 382330",Commercial,arpit_prajapati98@yahoo.com,9687080888,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA04649/EX1/290721,Ahmedabad,09-01-2019
93,The Grand Edge,Mokksh Realty Group,"Plot No. 215/1, Near Morarji Circle GIDC, Vapi. Valsad 396195",Commercial,ms@mokksh.com,9833096499,PR/GJ/VALSAD/PARDI/Others/CAA04656/100119,Valsad,10-01-2019
94,Sumel-8,HN SAFAL REALTECH LLP,"10th Floor, Safal Profitaire, Corporate Road, Prahladnagar Ahmedabad 380015",Commercial,sumel8.rera@hnsafal.com,8980014433,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00003/210817,Ahmedabad,21-08-2017
95,EMPORIA BUSINESS HUB,CHAMUNDA CONSTRUCTION,"BLOCK NO 215 F.P. NO,19 T.P.NO.62 NEW DINDOLI KARADVA 120 FT.ROAD,SURAT Surat 394210",Commercial,kdahir947@gmail.com,9376121795,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02188/280318,Surat,28-03-2018
96,RAJYOG,EXIMP BUSINESS,"3, A. D'souza Cottage, Plot No 96 behind Micheal Mansion, Road No. 7, Prabhat Colony, Santacruz, East, Mumbai City 400055",Commercial,kapoorrajan@yahoo.com,9820027993,PR/GJ/RAJKOT/RAJKOT/Others/CAA00967/111217,Rajkot,11-12-2017
97,Billenium Business Corner,NIRMAAN GROUP,"426/P, Bes. Shubham residency TPS 68, Puna, Yogichowk Surat 394163",Commercial,nirmaangroup2015@gmail.com,9825244733,PR/GJ/SURAT/SURAT CITY/SUDA/CAA03274/300718,Surat,30-07-2018
98,WINGS (TOWER A),ONS BUILDTECH LLP,"SOMNATH HOUSE,K-23A,SOMANATH CHOWK OPP.SECTOR-4,DWARKA West Delhi 110059",Commercial,nazarbaug.vadodara@gmail.com,9925599599,PR/GJ/VADODARA/VADODARA/Others/CAA01849/EX1/140219,Vadodara,05-03-2018
99,Vishala Empire,N Geveraiya Developers,"Vishala Empire, Nr. Dahegam Ring Road Circle, Nr. Ranasan Tolnaka, Muthiya, Naroda, Ahmedabad - 382330 Ahmedabad 382330",Commercial,b.gevariyadevelopers@gmail.com,9327008122,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01468/310118,Ahmedabad,31-01-2018
100,GOLDEN ICON,BHOGILAL ODHAVJI INDUSTRIAL ENTERPRISE PRIVATE LIMITED,"ASARWA BETHAK, ASARWA AHMEDABAD Ahmedabad 380016",Commercial,bhogilalodhavji@gmail.com,9825006305,PR/GJ/VADODARA/VADODARA/Others/CAA04373/EX1/010719,Vadodara,15-12-2018
101,OBERON - THE BUSINESS HUB,SHREE OMKARA ENTERPRISES,"BLOCK NO.191, SURVEY NO.208, F.P. NO.-41 PAL ADAJAN Surat 395009",Commercial,oberonhub2018@gmail.com,9825585906,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02452/230418,Surat,23-04-2018
102,THE SPIRE,BUILDCON ASSOCIATES,"302 , Business Bay, Royal Park Main Road, Kalawad Road , Rajkot Rajkot 360005",Commercial,prafulgangdev@gmail.com,9824057690,PR/GJ/RAJKOT/RAJKOT/Others/CAA01354/190118,Rajkot,19-01-2018
103,Raajmahal AC Mall,RAAJMAHAL DEVELOPERS,"SH. 301-303 , 3rd floor , Richmond Plaza , Vesu Surat 395009",Commercial,raaj.mahal@pradeepsinghi.com,9825146850,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01215/EX2/240820,Surat,05-01-2018
104,Classic Gem,Classic Network Pvt. Ltd.,"202 Aran Complex, Opp: Swaminarayan Mandir, Kalawad Road, Rajkot-360001 NA Rajkot 360001",Commercial,info@classicnetwork.in,9925411111,PR/GJ/RAJKOT/RAJKOT/Others/CAA02973/220618,Rajkot,22-06-2018
105,APPLE SQUARE,APPLE ENTERPRISE,"APPLE SQUARE, BLOCK NO. 268/1+2/D/3, T.P NO.19, F.P 116 KATARGAM Surat 395004",Commercial,appleenterprise@rvaghasia.net,9825494647,PR/GJ/SURAT/SURAT CITY/SUDA/CAA03146/EX1/300419,Surat,12-07-2018
106,FORTUNE SPACE,FORTUNE SPACES,A/3 SIVANGI SOCIETY VASANA ROAD Vadodara 390020,Commercial,fortunespaces4@gmail.com,9825347961,PR/GJ/VADODARA/VADODARA/Others/CAA11781/170523,Vadodara,17-05-2023
107,ATLANTIS SQUARE,SAI DEVELOPERS,"ATLANTIS SQUARE,BEHIND HIGHFIELD ASCOT, OPP.RUDRAM AVENUE,VESU,SURAT. Surat 395017",Commercial,rera@greengroup.co.in,9824120011,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00041/010917,Surat,01-09-2017
108,THE FIRST,Synthesis Corporation,"B-701, Safal Pegasus, Nr. Auda Garden, Prahladnagar, Ahmedabad-380015. Ahmedabad 380015",Commercial,thefirstrera@gmail.com,9825346477,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00045/010917,Ahmedabad,01-09-2017
109,Broadway,Arihant Corporation,"A-401, Vitrag Residency, Natubhai Circle Nr. Pranavpuri Tower, Race Course, Vadodara Vadodara 390007",Commercial,broadwayvadodara@gmail.com,9825069133,PR/GJ/VADODARA/VADODARA/Others/CAA02753/EX2/211219,Vadodara,30-05-2018
110,A4 BUSINESS HUB,ABHISHEK INFRASTRUCTURES,"FINAL PLOT NO.131, TP NO.8, ASARWA, Ahmedabad 380016",Commercial,officelahoti@gmail.com,8866320999,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01029/151217,Ahmedabad,15-12-2017
111,SAMET-II,SKZ REALTIES,"BSAFAL HOUSE,BEHIND MIRCH MASALA RESTAURENT OPP. S.G. HIGHWAY Ahmedabad 380059",Commercial,maharshi.s@bsafal.com,9725175286,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02932/180618,Ahmedabad,18-06-2018
112,Yash Plaza,Riddhi Buildcon,"109, First Floor, Haveli Arcade, Sector No. 11, Gandhinagar Sector 11 Gandhinagar 382011",Commercial,riddhigroup136@yahoo.com,9825358456,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA00653/091117,Gandhinagar,09-11-2017
113,GOKUL INDUSTRIAL ESTATE,SHREE NATHJI ENTERPRISE,"B-20, MATRUSHAKTI SOCIETY, INDIA COLONY ROAD, BAPUNAGAR Ahmedabad 380024",Commercial,ghanshyamsojitra8820@gmail.com,9909065555,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA02606/090518,Ahmedabad,09-05-2018
114,Maple Trade Centre,ESSEM INFRA PRIVATE LIMITED,"Ganesh Corporate House 100 Ft Hebatpura - Thaltej Road, Nr. Sola Bridge, Off S.G Highway, Thaltej, Ahmedabad - 380054 Ahmedabad 380054",Commercial,groupcompanies.62@gmail.com,9601959149,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00008/230817,Ahmedabad,23-08-2017
115,Dwarkesh Business Hub,SHREE DWARKESH DEVELOPERS,"Opp Vishamo Society, Visat Tapovan Circle Road Motera Ahmedabad 380015",Commercial,rupeshthakkar24@yahoo.co.in,9898097193,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01581/090218,Ahmedabad,09-02-2018
116,I SQUARE CORPORATE PARK,SHILP ASSOCIATES,"I SQUARE CORPORATE PARK, NEAR SHUKAN MALL SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Commercial,isquarecorporatepark@gmail.com,9879658889,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00677/131117,Ahmedabad,13-11-2017
117,Ratnaakar Nine Square - Phase - I,NCPL Infracon LLP,"801-802, Regency Plaza, Anandnagar Crossroads Satellite Ahmedabad 380015",Commercial,rera@ratnaakar.com,9979851444,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00190/EX1/A1C/020519,Ahmedabad,20-09-2017
118,SGBUSINESSHUB,DEV DEVELOPERS,SG BUSINESS HUB NR. GOTA OVERBRIDGE SG HIGHWAY Ahmedabad 380060,Commercial,sgbusinesshubgota@gmail.com,9722236346,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA02691/170518,Ahmedabad,17-05-2018
119,Raghuvir Celeum Center,RAGHUVIR DEVELOPERS & BUILDERS,"RAGHUVIR HOUSE, UG 26, NARIMAN POINT SHOPPING CENTER NEAR MEGHNA PARK, CITYLIGHT ROAD Surat 395007",Commercial,raghuvirsierra@gmail.com,9687476039,PR/GJ/SURAT/CHORASI/SUDA/CAA00112/080917,Surat,08-09-2017
120,Gopal Charan Industrial Globe,Laxminarayan Infrastructure,"17-20, 1st Floor, Trimurti Complex, Nr. Devraj Mall, India Colony, Ahmedabad - 382350 Ahmedabad 382350",Commercial,abhiraj_18@ymail.com,9913950188,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA01217/050118,Ahmedabad,05-01-2018
121,Shreeji Arcade,SHREEJI CONSTRUCTION CO.,"nr. Halol Vadodara Toll Plaza, halol Panchmahal 389350",Commercial,shreejiarcade@gmail.com,9824037066,PR/GJ/PANCHMAHALS/HALOL/Others/CAA02682/160518,Panchmahals,16-05-2018
122,AARAT INDUSTRIAL ESTATE,GURUKRUPA PROCONS PRIVATE LIMITED,"Nr. Panna Estate, Opp. LBS Stadium, Bapunagar, Ahmedabad 380023",Commercial,gurukrupaproconspvtltd@gmail.com,9824082223,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03228/EX1/120419,Ahmedabad,24-07-2018
123,Pushkar 2,Satyam Estate Developers,"401-Balleshwar Avenue, opp.Rajpath club, Bodakdev Ahmedabad 380054",Commercial,pushkarestate2@gmail.com,9825013687,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00982/121217,Ahmedabad,12-12-2017
124,RADHEY TIME SQUARE,PRARTHANA DEVELOPERS,KUDASAN CROSS ROAD GANDHINAGAR KOBA HIGHWAY Gandhinagar 382421,Commercial,prathnadevelopersts@gmail.com,9099902907,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA02480/A1C/EX1/020821,Gandhinagar,24-04-2018
125,Satya One,Satya Habitat Pvt. ltd.,"3rd Floor Satya Complex, Opposite IOC Petrol Pump, Nr Shyamal Char Rasta, Satellite, Ahmedabad – 380015, Gujarat, India. 3rd Floor Satya Complex, Opposite IOC Petrol Pump, Nr Shyamal Char Rasta, Satellite, Ahmedabad – 380015, Gujarat, India. Ahmedabad 380015",Commercial,kp521963@gmail.com,9925171258,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02313/EX1/130519,Ahmedabad,10-04-2018
126,MILESTONE ATLANTIS,AADINATH ASSOCIATES,"1st Floor Silver Plam-2 Kadampalli , Nanpura Surat 395001",Commercial,atlantis@pradeepsinghi.com,9376444444,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02477/EX1/290918,Surat,24-04-2018
127,VEDANT AEON,DEV CORPORATION,VEDANT AEON OPP LUBY PUMP NR PETROL PUMP S P RING ROAD NANA CHILODA AHMEDABAD Gandhinagar 382330,Commercial,nirav.rudani@gmail.com,9898199511,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/CAA00775/201117,Gandhinagar,20-11-2017
128,THE SPACE,SPACE INFRA,"A-401, Vitrag Residency, Natubhai Circle Nr. Pranavpuri Tower, Race Course, Vadodara Vadodara 390007",Commercial,thespacevadodara@gmail.com,9825035870,PR/GJ/VADODARA/VADODARA/Others/CAA02844/EX1/150519,Vadodara,06-06-2018
129,BUSINESS LINK ARCED,MIDAS CONSTRUCTION,"PLOT NO. 11, PRAYOSHA RESIDENCE 150 FEET RING ROAD, OPP. SHRINATHJI NAGAR, Bhavnagar 364001",Commercial,midas1a2b@gmail.com,9426919411,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/CAA02488/250418,Bhavnagar,25-04-2018
130,GOPINATH INDUSTRIAL HUB,GOPINATH CORPORATION,GOPINATH INDUSTRIAL HUB VATVA Ahmedabad 382445,Commercial,5566.stkabirdio@gmail.com,9825487604,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01538/050218,Ahmedabad,05-02-2018
131,DEVASHAYONYX,Shree Damodar Realty,"A/502 Nirvana Residency, opp. shukan 3 Water Tank Road, Karelibaugh, Vadodara-390018. Vadodara 390018",Commercial,ashay110@outlook.com,9824601598,PR/GJ/VADODARA/VADODARA/Others/CAA04563/EX1/061120,Vadodara,02-01-2019
132,SHRI HEMENDRA BUSINESS CENTRE,HEMENDRA VASUDEV TRIVEDI,"5/A/1 - SHREE HEMENDRA KUNJ SWASTIK SOCIETY MAIN ROAD, B/H. RACE COURSE Rajkot 360007",Commercial,shri.hemendrakumar.v.trivedi@gmail.com,9426970508,PR/GJ/RAJKOT/RAJKOT/Others/CAA05264/110419,Rajkot,11-04-2019
133,MEENA BAZAAR,MUNIRAJ ENTERPRISE,"F.P.20, T.P14(PAL), Block No.286/1, R.S No.304 PAIKEE VILLAGE, TALUKA- PAL Surat 395009",Commercial,meenabazaar09@gmail.com,8200475450,PR/GJ/SURAT/SURAT CITY/SUDA/CAA03436/EX1/A1C/201119,Surat,18-09-2018
134,West Gate Business Bay (Block A),True Value Business Bay LLP,True Value House Opp Sundervan Bus Stand Near ISRO Satellite Ahmedabad 380015,Commercial,truevaluenirman@hotmail.com,8980063000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00917/EX1/120619,Ahmedabad,05-12-2017
135,RADHE KISHAN BUSINESS PARK,HARVI INFRASTRUCTURE LLP,"RADHE KISHAN BUSINESS PARK, OPP H.P. PETROL PUMP ISANPUR Ahmedabad 382443",Commercial,harviinfrastructure@gmail.com,9979662020,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03098/A1C/EX1/200120,Ahmedabad,05-07-2018
136,SIDDHARTH ANNEXE 4,SHREE AMBE GAURI CORPORATION,3 DARSHAN PARK SOC.-2 VIP ROAD Vadodara 390018,Commercial,siddharthannexe04@gmail.com,9825857517,PR/GJ/VADODARA/VADODARA/Others/CAA02284/060418,Vadodara,06-04-2018
137,BARODA COMMERCE HOUSE,P.M.Associates,"FP.NO 46, SPRINGS RETREAT IV, VASANT VIHAR , VASNA BHAYALI ROAD Vadodara 391410",Commercial,pmabaroda@gmail.com,9824052326,PR/GJ/VADODARA/VADODARA/Others/CAA01596/120218,Vadodara,12-02-2018
138,ALPHA PLUS,SUN CORPORATION,"307-308, SANSKAR COMPLEX OPP KKV HALL, 150 FT RING ROAD Rajkot 360001",Commercial,unadkat@rediffmail.com,9374207563,PR/GJ/RAJKOT/RAJKOT/Others/CAA02257/040418,Rajkot,04-04-2018
139,I theaddress,NEW HORIZONE DEVELOPERS,"1/A, shambhupark Society, Nr. Kiranpark, opp. Govind Plaza, Ahmedabad 380013",Commercial,i.theaddress@gmail.com,9624244777,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00402/111017,Ahmedabad,11-10-2017
140,RADHE FOURTUNE,PRATHAM INFRASTRUCTURE,"APOLLO CIRCLE, SARDAR PATEL RING ROAD BHAT Gandhinagar 380060",Commercial,radhegroup9@gmail.com,9099902901,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/CAA02668/EX5/A1C/120523,Gandhinagar,15-05-2018
141,KALPAVRUKSH,DUAL METALS PRIVATE LIMITED,"5, Shivalaya Apartment, Panchvati First Lane, Panchvati, Ellisbridge, Ahmedabadi Kalpvruksh, Near Gayatri Hospital, OPP; Kiran Park, Bhimjipura, Nawa Wadaj, Ahmedabad Ahmedabad 380013",Commercial,rahul.jain@metroglobal.in,9998111019,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01959/EX2/A1C/031219,Ahmedabad,09-03-2018
142,City Gate,Saanvi Nirman Properties LLP,"217, 218, Second Floor, Ravija Plazza, Opp. Rambaug, Thaltej-Shilaj Road, Thaltej, Ahmedabad Ahmedabad 380059",Commercial,rajesh@saanvinirman.com,8469555333,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00238/250917,Ahmedabad,25-09-2017
143,Merlin Pentagon,Merlin Buildcon (Gujarat) LLP,"904, Indraprasth Corporate, Anand Nagar Road Prahladnagar Ahmedabad 380015",Commercial,accounts_ahd@merlinprojects.com,8758177755,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00047/010917,Ahmedabad,01-09-2017
144,SUREEL BUSINESS HOUSE,PADMA ASSOCIATES,"SUREEL BUSINESS HOUSE, CANAL CROSS ROAD NEAR MUKTIDHAM, NARODA, AHMEDABAD Ahmedabad 382330",Commercial,sureelgroup@gmail.com,9328098000,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00350/EX1/A1C/220621,Ahmedabad,06-10-2017
145,CITY CENTER,New suzan developers,"509/1 city center,near mazum bridge modasa Aravalli 383315",Commercial,newsuzandeveloper@yahoo.com,9898569231,PR/GJ/ARAVALLI/MODASA/Others/CAA04428/EX4/A1C/270323,Aravalli,20-12-2018
146,MEGA ROYAL,SHREE PARTH INFRACORP LIMITED,"1208-09, ROYAL TRADE CENTRE PAL HAZIRA ROAD, ADAJAN Surat 395009",Commercial,account@royalprojects.in,9825873856,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01385/EX1/200120,Surat,22-01-2018
147,LOTUS ENORA,ENORA ENTERPRISE,"LOTUS ENORA, OPP. RUTUVILLA BUNGLOWS 24 METER OLD GOTRI JAKATNAKA ROAD Vadodara 390021",Commercial,lotusenora@gmail.com,9824041677,PR/GJ/VADODARA/VADODARA/Others/CAA02411/190418,Vadodara,19-04-2018
148,ABHISHEK 3,Shree Hari Infrastructure,"Shyam House, Vijaynagar School Char Rasta naranpura Ahmedabad 380013",Commercial,abhishekasarwa@gmail.com,9825026269,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04608/050119,Ahmedabad,05-01-2019
149,ELITA SQUARE,ANJANI INFRA,"SHANGRILA HEIGHTS,BLOCK NO 142 FP NO 47 TP NO 27 UTRAN KOSAD MOJE KOSAD Surat 394105",Commercial,anjaniinfra12@gmail.com,9825135145,PR/GJ/SURAT/CHORASI/SUDA/CAA00118/110917,Surat,11-09-2017
150,CENTRE BAZZAR,SHREENATHJI ENTERPRISE,"CENTER BAZZAR, OPP. STOP N GO SHOPPING CENTRE, NR. DABHEL CHECK POST, CHALA ROAD, VAPI Valsad 396191",Commercial,info@synergygroup.org.in,8141300200,PR/GJ/VALSAD/PARDI/Others/CAA00675/EX1/A2C/210620,Valsad,13-11-2017
151,SILVER BUSINESS HUB,VIJAY SHREE INFRA,"BLOCK NO.311, T.P. NO.68 (PUNA-SIMADA) BAPA SITARAM CHOWK, PUNA Surat 395010",Commercial,v.velani123@gmail.com,9998253450,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02206/EX1/230719,Surat,31-03-2018
152,Saakar Central Square,SOUMYA REALTY,"101/102 Ishavashyam apartment, 47 Pratapgunj Vadodara Vadodara 390002",Commercial,keyur_syd@yahoo.com,8128563851,PR/GJ/VADODARA/VADODARA/Others/CAA04039/151118,Vadodara,15-11-2018
153,SAKET TEXTILE MARKET,SAKET CORPORATION LLP,"HARI NURSERY, T.P. 33, F.P. 33, AAI MATA CHOWK, PARVAT PARTIYA Surat 395010",Commercial,saketcorporationllp@gmail.com,9824910000,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00477/EX4/EX4/020524/021224,Surat,16-10-2017
154,Phoenix,D & C Phoenix,502 5th Floor Kairos Near Manav Mandir Drive in road Memnagar Ahmedabad Ahmedabad 380052,Commercial,prakash.sharma@dandc.in,9898770005,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00582/EX2/290319,Ahmedabad,03-11-2017
155,Pramukh Corporate,PSY Buildcon,"704, 7TH FLOOR, PRATIKMALL, KOBA HIGHWAY, GANDHINAGAR Gandhinagar 382421",Commercial,pramukhcorporate@gmail.com,9824681886,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA01457/310118,Gandhinagar,31-01-2018
156,FACET SQUARE,NAKSHATRA DEVELOPERS,FACET SQUARE OPP BRIGHT SCHOOL BHAYLI VADODARA 391410 Vadodara 391410,Commercial,rajveer276@yahoo.com,9727797772,PR/GJ/VADODARA/VAGHODIA/Others/CAA02395/170418,Vadodara,17-04-2018
157,Shree Rang Skyway,SHREE RANG SKYWAY CORPORATION,"Shree Rang Skyway, Nr. Gamthi 2 Hotel In front of Bright International School, S.P. Ring Road, Nana Chiloda Ahmedabad 382330",Commercial,shreerangskyway121@gmail.com,9099366366,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04330/EX2/070122,Ahmedabad,12-12-2018
158,RUNSCAPE,KJ CORPORATION,"28 NEW GRAIN MARKET NR GAYATRI DIARY, KHOKHRA, AHMEDABAD Ahmedabad 380007",Commercial,amazonattires@yahoo.co.in,9879223344,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA04746/250119,Gandhinagar,25-01-2019
159,AARYA EPOCH,AARYA DEVELOPERS,"205, ABHIRAJ COMPLEX,SWASTIK SOCIETY NAVRANGPURA Ahmedabad 380009",Commercial,dilipgpatel901@gmail.com,9825009172,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01014/131217,Ahmedabad,13-12-2017
160,RAJ IMPERIA,NAHATA DEVELOPERS PVT LTD,"A-3, /110 REGENT TEXTILE MARKET , RING ROAD SURAT Surat 395007",Commercial,rajemperia@gmail.com,8849311527,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01862/050318,Surat,05-03-2018
161,DARSHAN INDUSTRIAL PARK,Laxmi Corporation,"22 ,HARIDWAR SOCIETY, NARODA,AHMEDABAD Ahmedabad 382325",Commercial,darshanindpark@gmail.com,9825294793,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA00518/231017,Ahmedabad,23-10-2017
162,9 SQUARE,TULSI DEVELOPERS,"C/O. TULSI CONSTRUCTION, SHOP NO.4G, PLATINIUM COMPLEX, JAYSHREE TALKIES ROAD Junagadh 362001",Commercial,tulsidevelopers8@gmail.com,9979677561,PR/GJ/JUNAGADH/JUNAGADH/Others/CAA01725/220218,Junagadh,22-02-2018
163,LEGEND TEXTILE MARKET,LEGEND DEVELOPERS,"1502,BUILDING NO 11,ACKRUTI GARDENIA CTS NO 453/3,MIRA BHAYANDER ROAD,MIRA ROAD (E) Mumbai City 401107",Commercial,legend.developers16@gmail.com,9925000502,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02813/EX1/140219,Surat,02-06-2018
164,EARTH EON,ICONIC INFRA,"403, EARTH COMPLEX, NR MALHAR POINT OLD PADRA ROAD Vadodara 390015",Commercial,paresh8226@gmail.com,9879517179,PR/GJ/VADODARA/VADODARA/Others/CAA00187/EX1/260219,Vadodara,19-09-2017
165,CRYSTAL AVENUE AND INDUSTRIAL PARK,CRYSTAL BUILDCON,Survay No 193/1 FP 67 TP SCHEME NO 3 VATVA ODHAV AHMEDABAD 382415 Ahmedabad 382415,Commercial,sanket.thummar@gmail.com,9879790929,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01125/281217,Ahmedabad,28-12-2017
166,Signet Mall,SHREE ENTERPRISE,"BLOCK NO 521 KAMREJ TO BARDOLI ROAD, KAMREJ Surat 394185",Commercial,signetmallkamrej@gmail.com,8238507000,PR/GJ/SURAT/KAMREJ/SUDA/CAA03588/A1C/201218,Surat,04-10-2018
167,Privilege Avenue,SHIVAM REALTY,"117, CHANDRAGUPT COMPLEX, HARNI ROAD Vadodara 390019",Commercial,priyakantmehta@gmail.com,9879819191,PR/GJ/VADODARA/VADODARA/Others/CAA03830/251018,Vadodara,25-10-2018
168,AVADH TEXTILE MARKET,SHREENATHJI DEVELOPERS,"TP-8, FP-75, OPP. NEW BOMBAY MARKET UMARWADA Surat 395010",Commercial,shreenathjiatm@gmail.com,9825229204,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01073/A1C/090119,Surat,20-12-2017
169,SILVER RADIANCE,AVIRAT INFRASTRUCTURE PVT. LTD.,"AVIRAT HOUSE Nr. Science City, Sola Ahmedabad 380060",Commercial,info@aviratgroup.com,9925013951,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00735/EX1/071218,Ahmedabad,16-11-2017
170,Adarsh Crystal Industrial Park,Crystal Corporation,"FF/6, Adarsh Complex, Adarsh-1 Industrial Estate, Opp. Murlidhar Society, Nr. Chhotalal ni Chawl, Odhav, Ahmedabad - 382415 Ahmedabad 382415",Commercial,mahendra9377197917@gmail.com,9328808191,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00717/151117,Ahmedabad,15-11-2017
171,VIVAN SQUARE,VIVAN INFRA,"413, Akshar Complex, Nr. Shivranjani Cross Roads, Satellite, Ahmedabad Ahmedabad 380015",Commercial,mehul@vivaninfra.com,9925036369,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00953/081217,Ahmedabad,08-12-2017
172,SIVANTA ONE,VINAYAK INFRASTRUCTURE,"B/002 YASH PLATINUM, OPP HETARTH PARTY PLOT. SCIENCE CITY ROAD, SOLA, AHMEDABAD. Ahmedabad 380060",Commercial,sivanta.projects@gmail.com,9979292176,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00520/EX1/110220,Ahmedabad,24-10-2017
173,Buiness Park,SANVIRA REALTY,"109, First Floor, Haveli Arcade Sector 11 Gandhinagar 382011",Commercial,doc9913002220@gmail.com,9825358456,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA00852/291117,Gandhinagar,29-11-2017
174,ATLANTA BUSINESS HUB,Shree Krishna Enterprise,"TP NO 5, F.P NO 5/2,BLOCK NO-142/1/B VESU Surat 395007",Commercial,hirendomadiya@gmail.com,7600007520,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01311/160118,Surat,16-01-2018
