XID,Project Name,City,Housiing.com Link
R3878,Prestige Ferns Residency,Bangalore East,https://housing.com/in/buy/projects/page/21418-prestige-ferns-residency-by-prestige-estates-projects-ltd-in-harlur
R268631,Sun Skypark,Ahmedabad West,https://housing.com/buy-sun-sky-park-by-sun-builders-in-ambli-ahmedabad-pid-45011/brochure
R44174,Kohinoor Altissimo,Mumbai South,https://housing.com/in/buy/resale/page/7882687-3-bhk-apartment-in-dadar-west-for-rs-91500000
R29506,CGHS Aakash Ganga,Delhi South West,https://housing.com/in/buy/projects/page/47207-cghs-akash-ganga-apartments-by-anil-suri-group-in-sector-6-dwarka
R6482,KDP Grand Savanna,Ghaziabad,https://housing.com/in/buy/projects/page/39205-kdp-grand-savanna-by-kdp-infrastructure-builders-in-raj-nagar-extension
R100965,Jaypee Greens Kensington Park Plot Phase 1,Noida,https://housing.com/in/buy/resale/page/13591748-residential-plot-in-sector-133-for-rs-29070000
R26198,Kaveri Apartments,Delhi South West,https://housing.com/in/buy/projects/page/150954-kaveri-apartments-by-reputed-builder-in-vasant-kunj
R11872,Bhoomi Gardenia,Navi Mumbai,https://housing.com/in/buy/gajra-bhoomi-gardenia-2-for-resale-in-kalamboli-navi-mumbai-AG1cjfAH0
R270597,Signature The Serenas,Gurgaon,https://housing.com/in/buy/signature-global-the-serenas-for-resale-in-sector-36-sohna-gurgaon-AGx1jAH0
R296447,Lohia Odela,Pune West,https://housing.com/in/buy/resale/page/15198227-3-bhk-apartment-in-bavdhan-for-rs-19000000
R14720,Vision Phoenix Heights,Navi Mumbai,https://housing.com/in/buy/projects/page/5103-vision-phoenix-heights-by-vision-associates-builders-developers-in-kalamboli
R8072,Ruparel Ariana,Mumbai South,https://housing.com/in/buy/projects/page/13798-ruparel-ariana-by-ruparel-realty-in-wadala
R255867,Dnyan Sarathi CHS,Navi Mumbai,https://housing.com/in/buy/resale/page/17034589-2-bhk-apartment-in-kharghar-for-rs-10000000
R387974,Riddhi Exotica,Nashik,https://housing.com/buy-digvijay-riddhi-exotica-by-digvijay-builders-and-developers-in-anandwalli-gaon-nashik-pid-279372
R27118,Charak Sadan Apartments,West Delhi,https://housing.com/in/buy/new_delhi/flat-vikaspuri
R410321,SKG Nava Geeta,Central Mumbai,https://housing.com/in/buy/projects/page/299220-shree-nava-geeta-by-shree-krishna-group-in-chembur
R420399,Trinity Bless Residency,Beyond Mira Road,https://housing.com/in/buy/projects/page/312429-trinity-bless-residency-by-trinity-constructions-in-vasai-west
R854,Puranik City Phase 3,Thane,https://housing.com/in/buy/projects/page/236258-puraniks-city-phase-3-by-puraniks-builders-pvt-ltd-in-thane-west
R355486,Aura Luxisca,Navi Mumbai,https://housing.com/in/buy/vishwakarma-bhagyodaya-aarsh-ventures-aura-luxisca-for-resale-in-greater-khanda-navi-mumbai-AG5ejhAH0
R26062,DDA Akshardham Apartments,Delhi South West,https://housing.com/in/buy/projects/page/92643-dda-akshardham-apartments-by-dda-in-sector-19-dwarka
R332451,Vilas Yashone Wakad Central,Pune West,https://housing.com/in/buy/projects/page/171722-vilas-yashone-wakad-central-by-vilas-javdekar-eco-shelters-pvt-ltd-in-wakad
R10432,Hubtown Greenwood,Thane,https://housing.com/in/buy/hubtown-greenwoods-for-resale-in-thane-west-thane-AG50foAH0
R11716,Bengal DCL Malancha,Kolkata East,https://housing.com/buy-bengal-malancha-by-bengal-dcl-housing-development-in-new-town-kolkata-pid-157937
R224799,Parsvnath City,Dharuhera,https://housing.com/in/buy/parsvnath-city-for-resale-in-sector1-dharuhera-AG253qAH0
R12272,Unitech Deerwood Chase,Gurgaon,https://housing.com/in/buy/projects/page/75674-unitech-deerwood-chase-by-unitech-limited-in-sector-50
R170885,DDA Flats Munirka,South Delhi,https://housing.com/in/buy/projects/page/62701-dda-rwa-munirka-dda-flats-by-dda-in-munirka
R225425,Emami Tejomaya,Chennai South,https://housing.com/in/buy/projects/page/202841-emami-tejomaya-phase-2-by-emami-realty-in-egattur
R270078,Casagrand Miro,Chennai South,https://housing.com/in/buy/projects/page/41398-casagrand-miro-by-casagrand-builder-private-limited-in-adhanur/amenities
R146623,Ansal Sushant City 1,Jaipur,https://housing.com/buy-flats-in-sushant-city-i-jaipur-for-sale-srpid-P44o3zqlgsohep57q
R20548,Hiranandani Florentine,Central Mumbai,https://housing.com/in/buy/projects/page/82557-hiranandani-gardens-florentine-by-hiranandani-communities-in-powai
R220231,KBL Silicon City,Mysore,https://housing.com/in/buy/projects/page/214603-kbl-silicon-valley-by-kbl-group-in-avverahalli
R12968,Hiranandani Estate Casablanca,Thane,https://housing.com/in/buy/projects/page/87682-hiranandani-casa-blanca-by-hiranandani-communities-in-thane-west
R407781,Prosperity Homes 2,Lucknow,https://housing.com/in/buy/projects/page/300760-p-i-prosperity-homes-by-p-i-group-in-anora-kala
R8230,Sai Yashaskaram,Navi Mumbai,https://housing.com/rent-sai-yashvasin-for-rent-in-kharghar-navi-mumbai-rpid-AG6k4AH0
