XID,Project Name,City,NoBroker.in Link
r415219,33West,Hyderabad,Not Found
r428721,Adore The Legend 3,Faridabad,Not Found
r383839,DLF One Midtown,West Delhi,https://www.nobroker.in/forum/what-are-the-reviews-of-dlf-limited-dlf-one-midtown-moti-nagar-delhi-prjtrw/
r401933,Utkal Levels,Bhubaneswar,Not Found
r24556,TDI Lake Grove City,Sonipat,Not Found
r436993,Neel Moira,North Goa,Not Found
r422772,Nabhraj Kalpataru,Aurangabad,Not Found
r214255,Empress City,Nagpur,Not Found
r437839,Gulmohar Esteban,Pune East,Not Found
r243287,Courtyard by Narang Realty and The Wadhwa Group,Thane,Not Found
r432599,Arena The Ultima Heights,Noida,Not Found
r255685,Ganga New Town,Pune East,https://www.nobroker.in/ganga-new-town-dhanori_pune-prjt-8a9f87826fa74a7d016fae84b1b151b1
r375516,Vardhman Kings Court,Jaipur,Not Found
r28872,Casa Lakeside,Vadodara,Not Found
r422382,Swastika Empire,Vadodara,Not Found
r411970,Map Anandgram,Nasik,Not Found
r410448,Manoo Rivera,Trichy,Not Found
r384531,Park Platinum,Vadodara,Not Found
r419437,Merlion Orchids,Hyderabad,https://www.nobroker.in/merlion-orchids-bachupally_hyderabad-prjt-o1m7j1p5c302v4f8d4z3n954
r428444,Sameera Springdale,Chennai South,Not Found
r418934,Quintessa,Kolkata North,Not Found
r430996,Pride Euphora,Bangalore East,https://www.nobroker.in/forum/what-are-the-pride-euphora-reviews-old-madras-road-bangalore-prjtrw/
r397582,Om Sree Gallaxy,Hyderabad,Not Found
r429439,Juhi Empressa,Navi Mumbai,Not Found
r415239,Buildsworth Sree Balajis Ankura,Visakhapatnam,Not Found
r437229,Lucky Elite Homes,Greater Noida,Not Found
r386983,Shriram 107 Southeast,Bangalore South,Not Found
r394131,RG Luxury Homes Phase 2,Greater Noida,Not Found
r428050,L And T Seawoods West Manor,Navi Mumbai,Not Found
r301243,BBD Green City Sunbreeze 1,Lucknow,Not Found
r319245,Solaris City Serampore,Hooghly,Not Found
r399073,SBR Minara,Bangalore East,https://www.nobroker.in/sbr-minara-seegehalli_bangalore-prjt-8a9fad82845568aa018455e0d9cb557f
r148925,La Mer Vie,Chennai South,Not Found
r338449,Sameera New Vision Township,Chennai South,https://www.nobroker.in/sameera-new-vision-township-vengambakkam_chennai-prjt-8a9ff082874b157101874bb65b8b7424
r415216,Sampada Central Residency,Hyderabad,Not Found
r423533,Krish Skylar,Gandhinagar,Not Found
r402990,Shriram Pristine Estates,Bangalore North,Not Found
r407065,Casagrand Aspires,Chennai South,Not Found
r377839,Vasavi Metropolis,Hyderabad,https://www.nobroker.in/vasavi-metropolis--ramanthapur_hyderabad-prjt-8a9fb1827ab49080017ab4c9fb3a1e0a
r415823,Earthwork Sky Breeze,Kolkata North,Not Found
r422792,Lotus Dreams,Coimbatore,Not Found
r433502,Samridhi Residency,Jaipur,Not Found
r412496,The Avalon Heights,Kolkata South,Not Found
r435553,Rio Foresta,North Goa,Not Found
r399375,Amarnath River Nest,Pune North,Not Found
r102620,Techmans Moti City,Ghaziabad,Not Found
r410327,Arkade Nest,Central Mumbai,https://www.nobroker.in/forum/what-are-the-arkade-nest-mulund-west-mumbai-reviews-prjtrw/
r344055,Majestique Signature Towers,Pune West,Not Found
r430194,Eco County,Jalandhar,Not Found
r417007,Visvas Aparna,Madurai,Not Found
r346727,Shree Sai Nirman Dream City,Shirdi,Not Found
r432983,Crest Tranquil,Ooty,Not Found
r404257,Sujay Sierra,Hyderabad,https://www.nobroker.in/sujay-sierra-bachupally_hyderabad-prjt-i1q7j1r53302c4z8q5x2m7s6
r422583,Signature Global De Luxe DXP,Gurgaon,Not Found
r419936,Godrej Aristocrat,Gurgaon,Not Found
r420989,Lansum Elena,Hyderabad,https://www.nobroker.in/lansum-elena-residences-kokapet_hyderabad-prjt-8a9f8b038f61518c018f619bdb412537
r338117,DSR Parkway,Bangalore East,https://www.nobroker.in/dsr-parkway-sarjapur-road_bangalore-prjt-8a9fb1847b151f2c017b159e694e44b6
