xid,Name,Rera ID,NoBroker RERA ID,Builder Project RERA ID,Address,Price Starting From,Unit Configuration,Parking,Property Type,Water Supply,Builder,Date of establishment,Date of completion,Units,Min Flat Size,Max Flat Size,Project Area,Min. Price,Possesion Date,Security,Amenities,Top Benefits
r579,Bptp Park Elite Premium Flats,RERA-PKL-649-2019,Not Found,Not Found,"Sector 84, Faridabad, Haryana 121002",Not Found,"3,3.5,4 BHK",Bike and Car,Apartment,Borewell,BPTP Limited,Not Found,March 2017,449,Not Found,Not Found,11.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r370043,Dynamix Avanya,Not Found,A51800026821,"P51800003202, P51800026590 , P51800033462","Near Dahisar Train Station, Dahisar checknaka, Dahisar East, Mumbai",₹1.32 Crores onwards,"1,2 BHK",Bike and Car,Apartment,Corporation and Borewell,Dynamix Group,January 1971,Not Found,400,398 sqft,612 sqft,3.12 acres,₹1.35 Cr,September 2025,Gated Security,"Vastu compliant, Wifi, Cctv camera, Amphitheater, Sewage treatment plant, Club house",Not Found
r137599,Belur Apartments,Not Found,Not Found,Not Found,"Sector 18 Dwarka, Dwarka, New Delhi",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r422605,MJR North Park,PRM/KA/RERA/1251/472/PR/050224/006611,Not Found,Not Found,"Near KEB Sub Station, Baglur, Gumanahalli, Bagalur, Bangalore.",₹87.62 Lacs - ₹94.29 Lacs,"1,2,2.5,3,3.5,4 BHK",Bike and Car,Apartment,Corporation and Borewell,MJR Builders Private Limited,Not Found,Not Found,354,271 sqft,1308 sqft,2.25 acres,₹92 Lacs,December 2028,Gated Security,"Swimming pool, Sewage treatment plant, Jogging track, Basketball court, Rain water harvesting, Tennis court","Premium 2 & 3 BHK Apartments, Spectacular View, Near Reputed Educational Institutions"
r403083,Prestige ELM Park,PRM/KA/RERA/1251/446/PR/250123/005667,Not Found,Not Found,"Near to Prestige Mayberry, Atrium Rd, Channasandra , Whitefield,Bengaluru",,"3.5,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Prestige Group,January 1986,Not Found,200,1238 sqft,1606 sqft,3.00 acres,₹2.8 Cr,August 2026,Gated Security,"Swimming pool, Sewage treatment plant, Jogging track, Rain water harvesting, Cctv camera, Park",Not Found
r424444,JP North Imperial Greens,Not Found,A51800026821,P51700054824 || P51700077764,"Near Seven Square Academy, Kasarvadauli, Thane, Mumbai.",₹41 Lacs - ₹69 Lacs,"1,2 BHK",Bike and Car,Apartment,Not Found,JP Infra,January 2006,Not Found,950,321 sqft,535 sqft,6.00 acres,₹48 Lacs,December 2031,Gated Security,"Amphitheater, Jogging track, Swimming pool, Common garden, Badminton court, Security","5 Mins from the Metro Station, Bang on from Western Express Hgwy, Exclusive EOI Offers Running, 1200+ Homes Delivered"
r13168,Kesar Gardens,Not Found,Not Found,Not Found,"Sector 20, Kharghar, Navi Mumbai, Maharashtra 410210",Not Found,"1,2,3 BHK",Car,Apartment,Borewell,Kesar Group,Not Found,January 2003,296,Not Found,Not Found,3.00 acres,₹11.4 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r240917,"Hero Homes, Ludhiana",Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r264339,Juniper at Brigade Orchards,PRM/KA/RERA/1250/303/PR/170916/000462,Not Found,Not Found,"Near Rinku's Cakery, Boodihal,Devanahalli,Bangalore",,"2,3 BHK",Bike and Car,Apartment,Borewell,Brigade Group,January 1986,Not Found,900,868 sqft,1116 sqft,135.00 acres,₹1.06 Cr,December 2023,Gated Security,"Park, Basketball court, Club house, Power backup, Security, Common garden",Not Found
r32146,Vihaan Greens,UPRERAPRJ11932,Not Found,Not Found,"Near Drs Public school, Aimnabad, Greater Noida West/ Noida Extension, Sector 1, Noida.",₹80.94 Lacs - ₹1.32 Crores,"2,3 BHK",Bike and Car,Apartment,Not Found,Vihaan Group,Not Found,Not Found,320,752 sqft,1230 sqft,2.50 acres,₹80.94 Lacs,December 2020,Gated Security,"Intercom, Cctv camera, Club house, Security, Common garden, Gas pipeline",Not Found
r310781,Jayabheri The Summit Phase I,P02200000063,Not Found,Not Found,"Narsingi, Hyderabad, Telangana, INDIA, 500075.",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Jayabheri Properties Private Limited,Not Found,June 2020,450,Not Found,2127 sqft,0.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r400015,DRA Urbania,TN/02/Building/0400/2022,Not Found,Not Found,"Near Gurukula Vidyalaya, Paruthipattu, Avadi, Chennai",₹54 Lacs - ₹85 Lacs,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,DRA Homes,January 1979,Not Found,160,594 sqft,851 sqft,2.00 acres,₹62.1 Lacs,August 2025,Gated Security,"Cctv camera, Swimming pool, Community hall, Indoor games, Gym, Security","Great Connectivity To Iyankulam Bus Stop, Easy Access To Avadi Railway Station, Easy Access To Poonamallee Avadi High Rd"
r1920,Proview Officer City Premium Tower,Not Found,Not Found,Not Found,"Raj Nagar Extension, Ghaziabad, Uttar Pradesh, INDIA.",Not Found,Not Found,Bike and Car,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Gym, Lift, Club house, Security, Rain water harvesting, Cctv camera",Not Found
r6936,Sheth Vasant Lawns,Not Found,A51800026821,P51700003655,"Near Viviana Mall, Majiwada, Thane, Mumbai",₹1.57 Crores - ₹2.17 Crores,"2,3 BHK",Bike and Car,Apartment,Not Found,Ashwin Sheth Group,Not Found,Not Found,300,840 sqft,1120 sqft,7.00 acres,₹1.89 Cr,December 2025,Gated Security,"Basketball court, Community hall, Rain water harvesting, Club house, Badminton court, Jogging track",Not Found
r33378,Indiabulls Sky Forest,Not Found,A51800026821,P51900000467,"Jupiter 841, Senapati Bapat Marg, Elphinstone Road (West), Mumbai, Maharashtra 400013",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,Indiabulls Real Estate,Not Found,September 2022,219,1810 sqft,2600 sqft,1.00 acres,₹1.13 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r431688,Raj Shree Shashwat,Not Found,A51800026821,P51700021222,"Raj Shree Shashwat , Mumbai, India",,2 BHK,Bike and Car,Apartment,Corporation and Borewell,Raj Realty Group,Not Found,Not Found,150,633 sqft,633 sqft,1.00 acres,₹1.07 Cr,December 2021,Gated Security,"Children's play area, Visitor parking, Jogging track, Club house, Common garden, Gas pipeline",Not Found
r401147,Arvind Greatlands,PRM/KA/RERA/1250/303/PR/050325/007549,Not Found,Not Found,"Near Cambridge Institute of Technology,Adarsh College Road,Devanahalli,Bangalore",₹78 Lacs - ₹1.3 Crores,"1,undefined BHK",Bike and Car,Apartment,Corporation and Borewell,Arvind Smartspaces,Not Found,Not Found,360,Not Found,4000 sqft,48.00 acres,₹89.7 Lacs,December 2029,Gated Security,"Vastu compliant, Club house, Swimming pool, Power backup, Community hall, Visitor parking","Good Connectivity To BLR Airport, Well Engineered Plots, Luxury Lifestyle With 50+ Amenities"
r378,Lake Primrose,Not Found,A51800026821,P51800018480,"Hiranandani Gardens , IRB Road , Powai - Mumbai - 400076",Not Found,"2,2.5,3 BHK",Bike and Car,Apartment,Borewell,Ekta World,Not Found,February 2013,324,Not Found,Not Found,1.00 acres,₹2.49 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r19864,Pratik Gems,Not Found,A51800026821,P52000004942,"Near HDFC Bank, Sector 35, Kamothe, Panvel, Navi Mumbai, Maharashtra 410209",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,April 2010,234,Not Found,Not Found,2.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Intercom, Children's play area",Not Found
r390851,Raghav Paradise,Not Found,A51800026821,P51800045345,"Near Magathane Marathi School ,Jay Maharashtra Nagar ,Borivali East , Mumbai",₹1 Crore - ₹1.16 Crores,"1,2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Raghav Group,Not Found,Not Found,189,410 sqft,1275 sqft,0.73 acres,₹1.11 Cr,December 2025,Gated Security,"Community hall, Children's play area, Park, Visitor parking, Club house, Gas pipeline",Not Found
r382107,Aswani Miravet District,Not Found,A51800026821,P52100030203,"Near SB Patil School, BRT Link Road,Ravet,Pune",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Aswani Promoters and Developers,Not Found,Not Found,192,858 sqft,1052 sqft,27.00 acres,₹87.5 Lacs,December 2025,Gated Security,"Visitor parking, Swimming pool, Children's play area, Vastu compliant, Club house, Security",Not Found
r12286,The Metrozone,TN/29/Building/0036/2018,Not Found,Not Found,"Ozone Metrozone, Chennai, India",,"3,4,4+ BHK",Bike and Car,Apartment,Borewell,Ozone Group,January 2003,Not Found,2131,1046 sqft,2646 sqft,40.00 acres,₹2.03 Cr,December 2022,Gated Security,"Indoor games, Gas pipeline, Amphitheater, Intercom, Visitor parking, Shopping center",Not Found
r30148,Embassy Habitat,Not Found,Not Found,Not Found,"Palace Rd, Abshot Layout, Vasanth Nagar, Bengaluru, Karnataka 560051",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Embassy Group,Not Found,July 2010,348,Not Found,Not Found,16.00 acres,₹1.44 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r19510,Raheja Atlantis,Not Found,A51800026821,P51900002251,"Worli, Mumbai, Maharashtra, INDIA",Not Found,"1.5,2,3,4,4+ BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2016,276,Not Found,5800 sqft,0.00 acres,₹5.1 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r371504,Godrej Park Springs,Not Found,A51800026821,P52100026739,"Near Holy Angels Convent High School, Kharadi Manjari Road, Manjari, Pune.",₹60.52 Lacs - ₹83.32 Lacs,"2,3 BHK",Bike and Car,Apartment,Borewell,Godrej Properties,January 1990,Not Found,752,607 sqft,780 sqft,5.00 acres,₹68.99 Lacs,September 2029,Gated Security,"Sewage treatment plant, Cctv camera, Swimming pool, Visitor parking, Security, Vastu compliant","Mesmerising Views of Mula Mutha River, 5 Min Drive to Kharadi EON, WTC, Top Notch Amenities"
r764,Unitech South City 2,RERA-GRG-406-2019,Not Found,Not Found,"S City Rd, South City II, Sector 49, Gurgaon 122018",Not Found,Not Found,Bike,Apartment,Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Intercom, Children's play area",Not Found
r991,National Sea Queen Excellency,Not Found,A51800026821,P52100022934,"Shitabai Nana Kambale Marg, Seawoods West, Sector 44A, Seawoods, Navi Mumbai, Maharashtra 400706",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,July 2015,170,Not Found,600 sqft,2.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r143,Jaypee Greens Pavilion Heights,NA,Not Found,Not Found,"Greens Wish Town, Sector 128, Noida",,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Jaypee Group,Not Found,Not Found,288,806 sqft,1625 sqft,20.00 acres,₹93 Lacs,May 2023,Gated Security,"Indoor games, Amphitheater, Intercom, Visitor parking, Tennis court, Basketball court",Not Found
r433781,Lodha Corinthia,Not Found,A51800026821,PR1180002400022,"Near Jijamata Vidya Mandir Jr College, Kaju Tekdi, Bhandup West, Mumbai.",₹2.1 Crores - ₹2.96 Crores,"2,2.5,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Lodha Group,January 1980,Not Found,900,780 sqft,2150 sqft,7.50 acres,₹2.29 Cr,June 2030,Gated Security,"Community hall, Children's play area, Basketball court, Visitor parking, Common garden, Gas pipeline","Project Enveloped In Lush Green, Spacious interiors with natural light, 40+ Amenities, Near Bhandup Railway station"
r123101,Ganga Acropolis,Not Found,Not Found,Not Found,"Ganga Acropolis, Baner, Pune, India",,2 BHK,Bike,Apartment,Not Found,Goel Ganga Developments,Not Found,Not Found,Not Found,746 sqft,779 sqft,Not Found,₹74 Lacs,Not Found,Not Found,,Not Found
r248391,Signature Global Grand Iva Sector 103,GGM/276/2018/08,Not Found,Not Found,"Sector 103, Gurugram, Haryana 122006",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Signature Builders Pvt Ltd,Not Found,December 2019,1398,350 sqft,585 sqft,9.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r1355,Great Value Sharanam,UPRERAPRJ9966,Not Found,Not Found,"Sector 107, Noida, Uttar Pradesh, India",₹4.35 Crores onwards,4 BHK,Bike and Car,Apartment,Corporation and Borewell,Great Value Projects India,Not Found,Not Found,1288,2534 sqft,2534 sqft,0.00 acres,₹4.35 Cr,March 2010,Gated Security,"Gas pipeline, Amphitheater, Swimming pool, Jogging track, Common garden, Security",Not Found
r28296,Shree Vardhman Flora,88 OF 2017,Not Found,Not Found,"90, Sector Rd, South City I, Sector 30, Gurugram, Delhi NCR",Not Found,"2.5,4+ BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2019,575,Not Found,Not Found,11.00 acres,₹68.9 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r24656,Caladium,Not Found,Not Found,Not Found,"Ats Kocoon, Sector 109, Gurugram, Haryana 122017",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,Not Found,152,Not Found,Not Found,4.00 acres,₹1.01 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r94206,Aditya City Apartments,UPRERAPRJ3546,Not Found,Not Found,"Mahrauli Shani Mandir Road, Ghaziabad, Uttar Pradesh 201002",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,September 2018,1900,Not Found,1870 sqft,6.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Children's play area, Visitor parking",Not Found
r29074,CGHS HEWO Apartments,Not Found,Not Found,Not Found,"Sector 56, Gurugram, Haryana 122011",Not Found,2 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,September 2011,321,Not Found,Not Found,15.00 acres,₹73.84 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r340175,Vajram Newtown,PRM/KA/RERA/1251/309/PR/190913/002885,Not Found,Not Found,"Survey No. 63/1, Shri Vijayaraja Estate, Jakkur Post, Thanisandra Main Rd, Chokkanahalli",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Vajram Group,Not Found,Not Found,272,835 sqft,1205 sqft,3.00 acres,₹85.35 Lacs,December 2023,Gated Security,"Community hall, Children's play area, Visitor parking, Power backup, Fire safety, Badminton court",Not Found
r300137,Sheth Irene Phase 2,Not Found,A51800026821,P51800047209,"Near Smt. KG Mittal Institute of Management , Nahar Nagar Rd, Ekta Nagar,Malad West , Mumbai",₹1.1 Crores onwards,"1,2,2.5,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Sheth Creators,Not Found,Not Found,303,442 sqft,1355 sqft,2.25 acres,₹1.25 Cr,October 2028,Gated Security,"Intercom, Cctv camera, Club house, Skating rink, Security, Party area",Not Found
r4292,velocity Hill Spring,Not Found,A51800026821,P51700009218,"Vijay Garden Road, near Suraj Water Park, Kavesar, Thane West, Thane, Maharashtra, India",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,June 2018,249,375 sqft,1029 sqft,1.00 acres,₹62.06 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r112315,Swami Vivekanand Enclave,UPRERAPRJ981693,Not Found,Not Found,"Shalimar Garden Main Road, Block A, Sahibabad, Ghaziabad, Uttar Pradesh, India 201005",Not Found,1 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2014,60,480 sqft,480 sqft,1.00 acres,Not Found,Not Found,Gated Security,"Club house, Fire safety, Community hall, Indoor games, Jogging track, Maintenance staff",Not Found
r28342,Exotica Eastern Court,UPRERAPRJ9885,Not Found,Not Found,"Crossings Republik, Ghaziabad, Uttar Pradesh 201009",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,Not Found,180,Not Found,Not Found,2.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Intercom, Children's play area",Not Found
r74129,Shriram Greenfield,PRM/KA/RERA/1250/304/PR/171014/001213,Not Found,Not Found,"Shriram Greenfield, Budhigere Cross, Bangalore, India",₹50.7 Lacs onwards,"2,3 BHK",Bike and Car,Apartment,Borewell,Shriram Properties,January 1995,Not Found,935,677 sqft,729 sqft,20.00 acres,₹50.7 Lacs,March 2023,Gated Security,"Community hall, Children's play area, Jogging track, Wifi, Club house, Common garden",Not Found
r24920,Wave Amore,Not Found,Not Found,Not Found,"Wave City Center, Sector 32, Noida, Uttar Pradesh 201301",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,July 2019,462,931 sqft,2093 sqft,4.00 acres,Not Found,Not Found,Gated Security,"Gym, Lift, Security, Children's play area, Internet services, Fire safety",Not Found
r9882,Ratan Neptune,Not Found,A51800026821,P52100022269,"Handewadi Rd, near JSPM College, Satar Nagar, Hadapsar, Pune, Maharashtra 411028, India",Not Found,"1,2 BHK",Bike and Car,Apartment,Corporation and Borewell,Not Found,Not Found,March 2016,600,Not Found,624 sqft,6.00 acres,₹25 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r279611,Somani Dream Homes,Not Found,Not Found,Not Found,"Tathawade, Dattwadi, Pimpri-Chinchwad, Pune",,"2,3 BHK",Bike,Apartment,Corporation and Borewell,Somani Group,Not Found,Not Found,Not Found,680 sqft,850 sqft,0.00 acres,₹59.99 Lacs,January 2024,Gated Security,"Gym, Cctv camera, Club house, Security, Air conditioner, Wifi",Not Found
r286115,Gami Reagan,Not Found,A51800026821,P51700013200,"Sector 8, Jijamata Nagar, Ghansoli, Navi Mumbai, Maharashtra 400701",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Gami Group,Not Found,December 2023,161,Not Found,614 sqft,1.00 acres,₹1.25 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r7086,Satya The Hermitage,P51800002495,Not Found,Not Found,"Sector-103, Dwarka, Gurgaon Expressway, Gurgaon, Haryana, INDIA.",Not Found,"2,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2017,512,Not Found,Not Found,10.00 acres,₹1 Cr,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Intercom, Children's play area",Not Found
r282091,Vraj Tiara,Not Found,A51800026821,P51900002902,"Near D Y Patil International School, VB worlikar Marg, Worli, Mumbai",₹15.97 Crores onwards,4 BHK,Bike and Car,Apartment,Corporation and Borewell,Vraj Group,Not Found,Not Found,60,2023 sqft,2320 sqft,0.37 acres,₹18.21 Cr,December 2023,Gated Security,"Club house, Rain water harvesting, Jogging track, Vastu compliant, Lift, Children's play area","Near To Bandra Worli Sea Link, Off Prabhadevi Railway Station, Unobstructed Sea View With 2 Apt/ Floor"
